fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,shots_total,shots_on,goals_total,penalty_commited,passes_key,tackles_blocks,offsides,penalty_won
1214000,Rennes,94,449662,Mohamed Kader Meite,https://media.api-sports.io/football/players/449662.png,,62,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Auxerre,108,20542,Donovan Léon,https://media.api-sports.io/football/players/20542.png,90.0,16,G,6.3,False,False,3,0.0,4.0,26.0,18,1,0,0,0,0.0,,,1.0,,,,,,1.0,,,,1.0,,,,
1214001,Auxerre,108,285,Ki-Jana Hoever,https://media.api-sports.io/football/players/285.png,71.0,23,D,5.9,False,False,0,0.0,,37.0,27,0,0,0,0,,,,2.0,,1.0,,,,,1.0,,,,1.0,,,
1214001,Auxerre,108,162466,Sinaly Diomandé,https://media.api-sports.io/football/players/162466.png,90.0,20,D,6.9,False,False,0,0.0,,40.0,36,1,0,0,0,,2.0,2.0,10.0,5.0,,,,1.0,1.0,,,,,2.0,1.0,,
1214001,Auxerre,108,41300,Jubal,https://media.api-sports.io/football/players/41300.png,90.0,4,D,6.2,True,False,0,0.0,,36.0,33,0,0,0,0,,,2.0,3.0,,1.0,,,,,1.0,,,,,1.0,,
1214001,Auxerre,108,191189,Clement Akpa,https://media.api-sports.io/football/players/191189.png,66.0,92,D,6.3,False,False,0,0.0,,29.0,23,0,0,0,0,,,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,
1214001,Auxerre,108,7578,Gideon Mensah,https://media.api-sports.io/football/players/7578.png,71.0,14,D,6.9,False,False,0,0.0,,37.0,33,0,0,0,0,,2.0,3.0,5.0,3.0,2.0,1.0,,,,,,,,,,,
1214001,Auxerre,108,20732,Gaëtan Perrin,https://media.api-sports.io/football/players/20732.png,90.0,10,M,7.5,False,False,0,0.0,,24.0,23,0,0,0,0,,,,10.0,6.0,6.0,4.0,1.0,2.0,,3.0,,,,4.0,,1.0,
1214001,Auxerre,108,30748,Assane Dioussé,https://media.api-sports.io/football/players/30748.png,90.0,18,M,6.7,False,False,0,0.0,,35.0,33,0,0,0,0,,1.0,,8.0,5.0,1.0,,1.0,4.0,1.0,,,,,,,,
1214001,Auxerre,108,323625,Kévin Danois,https://media.api-sports.io/football/players/323625.png,82.0,27,M,6.7,False,False,0,0.0,,36.0,27,0,0,0,0,,1.0,1.0,7.0,4.0,3.0,2.0,,,,,,,,1.0,,,
1214001,Auxerre,108,32940,Ado Onaiwu,https://media.api-sports.io/football/players/32940.png,66.0,45,M,7,False,False,0,0.0,,22.0,20,0,0,0,0,,1.0,,9.0,4.0,3.0,1.0,,,1.0,1.0,1.0,,,1.0,,,
1214001,Auxerre,108,90617,Lassine Sinayoko,https://media.api-sports.io/football/players/90617.png,90.0,17,F,7.3,False,False,0,0.0,,27.0,20,0,0,0,0,,1.0,,11.0,5.0,6.0,4.0,1.0,,2.0,3.0,2.0,1.0,,1.0,,,
1214001,Auxerre,108,20782,Florian Ayé,https://media.api-sports.io/football/players/20782.png,24.0,19,F,6.7,False,True,0,0.0,,2.0,1,0,0,0,0,,,1.0,2.0,,,,,,1.0,,,,,1.0,,,
1214001,Auxerre,108,51293,Thelonius Bair,https://media.api-sports.io/football/players/51293.png,24.0,9,F,6.3,False,True,0,0.0,,2.0,,0,0,0,0,,,,,,,,,,,1.0,,,,,,,
1214001,Auxerre,108,215827,Fredrik Oppegård,https://media.api-sports.io/football/players/215827.png,19.0,12,D,6.3,False,True,0,0.0,,9.0,8,0,0,0,0,,,,,,,,,,,,,,,1.0,,,
1214001,Auxerre,108,191392,Paul Joly,https://media.api-sports.io/football/players/191392.png,19.0,26,D,6.3,False,True,0,0.0,,5.0,2,0,0,0,0,,1.0,,4.0,3.0,,,,,,,,,,,,,
1214001,Auxerre,108,496896,Rudy Matondo,https://media.api-sports.io/football/players/496896.png,8.0,34,M,6,False,True,0,0.0,,4.0,3,1,0,0,0,,,,4.0,,,,1.0,,3.0,,,,,,,,
1214001,Auxerre,108,193681,Théo De Percin,https://media.api-sports.io/football/players/193681.png,,40,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Auxerre,108,486052,Marvyn Muzungu,https://media.api-sports.io/football/players/486052.png,,35,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Auxerre,108,326150,Yoann Cissé,https://media.api-sports.io/football/players/326150.png,,15,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Auxerre,108,38754,Eros Maddy,https://media.api-sports.io/football/players/38754.png,,11,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Lyon,80,80296,Lucas Perri,https://media.api-sports.io/football/players/80296.png,90.0,1,G,6.3,False,False,1,0.0,1.0,30.0,26,0,0,0,0,0.0,,,,,,,,,,,,,,,,,
1214001,Lyon,80,334914,Saël Kumbedi,https://media.api-sports.io/football/players/334914.png,90.0,20,D,6.9,False,False,0,0.0,,36.0,33,0,0,0,0,,2.0,,7.0,4.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,,,
1214001,Lyon,80,1902,Duje Ćaleta-Car,https://media.api-sports.io/football/players/1902.png,90.0,55,D,7.7,False,False,0,0.0,,37.0,36,0,0,0,0,,2.0,1.0,8.0,7.0,,,1.0,2.0,1.0,1.0,,,,,1.0,,
1214001,Lyon,80,25916,Moussa Niakhaté,https://media.api-sports.io/football/players/25916.png,90.0,19,D,6.9,False,False,0,0.0,,66.0,62,0,0,0,0,,1.0,2.0,5.0,4.0,,,,1.0,,,,,,,,,
1214001,Lyon,80,9700,Abner Vinícius,https://media.api-sports.io/football/players/9700.png,90.0,16,D,7.2,False,False,0,0.0,,44.0,41,0,0,0,0,,3.0,,10.0,4.0,1.0,1.0,,,3.0,,,,,,1.0,,
1214001,Lyon,80,902,Nemanja Matić,https://media.api-sports.io/football/players/902.png,86.0,31,M,6.9,False,False,0,0.0,,66.0,55,0,0,0,0,,2.0,,5.0,3.0,,,1.0,,,,,,,,1.0,,
1214001,Lyon,80,519,Corentin Tolisso,https://media.api-sports.io/football/players/519.png,90.0,8,M,7.9,False,False,0,1.0,,86.0,73,0,0,0,0,,4.0,3.0,19.0,11.0,1.0,1.0,4.0,4.0,3.0,,,,,2.0,1.0,2.0,
1214001,Lyon,80,156477,Rayan Cherki,https://media.api-sports.io/football/players/156477.png,86.0,18,M,8.5,False,False,0,0.0,,60.0,52,0,0,0,0,,,,3.0,1.0,1.0,,,1.0,,2.0,2.0,1.0,,4.0,,,
1214001,Lyon,80,6067,Thiago Almada,https://media.api-sports.io/football/players/6067.png,85.0,23,M,6.6,False,False,0,0.0,,59.0,53,1,0,0,0,,3.0,,8.0,4.0,1.0,1.0,3.0,,,,,,,1.0,,,
1214001,Lyon,80,180496,Georges Mikautadze,https://media.api-sports.io/football/players/180496.png,89.0,69,M,8.7,False,False,0,1.0,,25.0,19,0,0,1,0,,,1.0,7.0,2.0,2.0,,,2.0,,3.0,2.0,1.0,,2.0,,,1.0
1214001,Lyon,80,1467,Alexandre Lacazette,https://media.api-sports.io/football/players/1467.png,90.0,10,F,6.3,True,False,0,0.0,,25.0,18,0,0,0,0,,,,4.0,1.0,,,1.0,,1.0,4.0,3.0,1.0,,,,3.0,
1214001,Lyon,80,1456,Ainsley Maitland-Niles,https://media.api-sports.io/football/players/1456.png,14.0,98,M,6.3,False,True,0,0.0,,5.0,5,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Lyon,80,80752,Tanner Tessmann,https://media.api-sports.io/football/players/80752.png,15.0,15,M,6.7,False,True,0,0.0,,6.0,6,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Lyon,80,30409,Jordan Veretout,https://media.api-sports.io/football/players/30409.png,14.0,7,M,6.3,False,True,0,0.0,,7.0,6,0,0,0,0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
1214001,Lyon,80,529,Nicolás Tagliafico,https://media.api-sports.io/football/players/529.png,1.0,3,D,,False,True,0,0.0,,2.0,2,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Lyon,80,20762,Rémy Descamps,https://media.api-sports.io/football/players/20762.png,,40,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Lyon,80,162265,Warmed Omari,https://media.api-sports.io/football/players/162265.png,,27,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Lyon,80,68,Clinton Mata,https://media.api-sports.io/football/players/68.png,,22,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Lyon,80,1568,Paul Akouokou,https://media.api-sports.io/football/players/1568.png,,4,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214001,Lyon,80,409794,Alejandro Gomes Rodriguez,https://media.api-sports.io/football/players/409794.png,,32,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214016,Rennes,94,21628,Brice Samba,https://media.api-sports.io/football/players/21628.png,90.0,1,G,6.6,False,False,1,0.0,,20.0,20,0,0,0,0,0.0,,,1.0,1.0,,,,,,,,,,,,,
1214016,Rennes,94,367636,Jérémy Jacquet,https://media.api-sports.io/football/players/367636.png,90.0,97,D,6.9,False,False,0,0.0,,72.0,66,0,0,0,0,,3.0,1.0,12.0,6.0,2.0,1.0,,,4.0,2.0,,,,,,,
1214016,Rennes,94,129681,Anthony Rouault,https://media.api-sports.io/football/players/129681.png,90.0,24,D,7.3,False,False,0,0.0,,107.0,102,0,0,0,0,,,,4.0,4.0,,,,1.0,,1.0,,,,,,,
1214016,Rennes,94,126757,Lilian Brassier,https://media.api-sports.io/football/players/126757.png,90.0,5,D,7.5,False,False,0,0.0,,81.0,73,0,0,0,0,,1.0,,11.0,7.0,,,1.0,,2.0,1.0,,,,1.0,1.0,,
1214016,Rennes,94,180731,Lorenz Assignon,https://media.api-sports.io/football/players/180731.png,90.0,22,M,6.9,False,False,0,0.0,,42.0,36,1,0,0,0,,3.0,2.0,16.0,5.0,6.0,2.0,,,5.0,,,,,2.0,,,
1214016,Rennes,94,37236,Azor Matusiwa,https://media.api-sports.io/football/players/37236.png,90.0,6,M,6.3,False,False,0,0.0,,36.0,29,0,0,0,0,,,,9.0,4.0,1.0,,,3.0,3.0,2.0,1.0,,,,,,
1214016,Rennes,94,343792,Djaoui Cissé,https://media.api-sports.io/football/players/343792.png,90.0,38,M,7.2,False,False,0,0.0,,58.0,51,0,0,0,0,,1.0,2.0,4.0,3.0,1.0,1.0,,1.0,,1.0,,,,,,,
1214016,Rennes,94,30807,Seko Fofana,https://media.api-sports.io/football/players/30807.png,77.0,8,M,6.6,False,False,0,0.0,,46.0,43,0,0,0,0,,,,10.0,2.0,3.0,2.0,2.0,,4.0,2.0,1.0,,,,,1.0,
1214016,Rennes,94,162267,Adrien Truffert,https://media.api-sports.io/football/players/162267.png,90.0,3,M,10,True,False,0,1.0,,49.0,46,0,0,0,0,,2.0,1.0,10.0,9.0,2.0,2.0,,5.0,1.0,1.0,1.0,1.0,,7.0,,1.0,
1214016,Rennes,94,15286,Mousa Al-Taamari,https://media.api-sports.io/football/players/15286.png,77.0,11,F,7.2,False,False,0,0.0,,14.0,13,1,0,0,0,,1.0,1.0,6.0,4.0,2.0,1.0,,2.0,1.0,2.0,,,,1.0,,,1.0
1214016,Rennes,94,147831,Arnaud Kalimuendo,https://media.api-sports.io/football/players/147831.png,88.0,9,F,6.2,False,False,0,0.0,,16.0,14,0,0,0,1,,,,4.0,,1.0,,,,1.0,2.0,1.0,,,1.0,,,
1214016,Rennes,94,449662,Mohamed Kader Meite,https://media.api-sports.io/football/players/449662.png,13.0,62,F,7.2,False,True,0,0.0,,2.0,1,0,0,0,0,,,,5.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,,,,,
1214016,Rennes,94,167659,Kazeem Olaigbe,https://media.api-sports.io/football/players/167659.png,13.0,19,F,6.9,False,True,0,0.0,,8.0,8,0,0,0,0,,,,2.0,2.0,2.0,2.0,,,,,,,,1.0,,,
1214016,Rennes,94,21497,Ludovic Blas,https://media.api-sports.io/football/players/21497.png,2.0,10,M,,False,True,0,0.0,,3.0,3,1,0,0,0,,,,1.0,,,,,,1.0,,,,,,,,
1214016,Rennes,94,1897,Steve Mandanda,https://media.api-sports.io/football/players/1897.png,,30,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214016,Rennes,94,30423,Hans Hateboer,https://media.api-sports.io/football/players/30423.png,,33,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214016,Rennes,94,20916,Christopher Wooh,https://media.api-sports.io/football/players/20916.png,,4,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214016,Rennes,94,328046,Ismael Koné,https://media.api-sports.io/football/players/328046.png,,90,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214016,Rennes,94,345748,Andrés Gómez,https://media.api-sports.io/football/players/345748.png,,20,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214016,Rennes,94,328074,Jordan James,https://media.api-sports.io/football/players/328074.png,,17,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214016,Nantes,83,647,Anthony Lopes,https://media.api-sports.io/football/players/647.png,34.0,16,G,6.3,False,False,1,0.0,2.0,8.0,6,1,0,0,0,0.0,,,1.0,,,,,,1.0,,,,1.0,,,,
1214016,Nantes,83,22134,Kelvin Amian,https://media.api-sports.io/football/players/22134.png,90.0,98,D,6.3,False,False,0,0.0,,44.0,34,1,0,0,0,,1.0,,5.0,1.0,,,2.0,,,,,,,,1.0,,
1214016,Nantes,83,20545,Jean-Charles Castelletto,https://media.api-sports.io/football/players/20545.png,90.0,21,D,6.3,False,False,0,0.0,,39.0,35,0,0,0,0,,,,4.0,2.0,,,,,1.0,1.0,,,,,1.0,,
1214016,Nantes,83,343359,Nathan Zeze,https://media.api-sports.io/football/players/343359.png,90.0,44,D,6.3,False,False,0,0.0,,40.0,32,1,0,0,0,,2.0,1.0,10.0,7.0,,,,3.0,1.0,,,,,,,,
1214016,Nantes,83,18599,Sorba Thomas,https://media.api-sports.io/football/players/18599.png,34.0,22,M,6.3,False,False,0,0.0,,14.0,13,0,0,0,0,,,1.0,3.0,,1.0,,2.0,,,,,,,2.0,,,
1214016,Nantes,83,10036,Douglas Augusto,https://media.api-sports.io/football/players/10036.png,90.0,6,M,7.3,True,False,0,0.0,,50.0,41,1,0,0,0,,2.0,1.0,13.0,10.0,2.0,2.0,,5.0,2.0,1.0,,,,,1.0,,
1214016,Nantes,83,443674,Louis Leroux,https://media.api-sports.io/football/players/443674.png,89.0,66,M,6.9,False,False,0,1.0,,22.0,20,0,0,0,0,,,,7.0,4.0,1.0,,1.0,3.0,1.0,,,,,1.0,1.0,,
1214016,Nantes,83,21570,Nicolas Cozza,https://media.api-sports.io/football/players/21570.png,90.0,3,M,6.9,False,False,0,0.0,,23.0,18,0,0,0,0,,6.0,,10.0,7.0,,,3.0,1.0,,,,,,,,,
1214016,Nantes,83,161622,Matthis Abline,https://media.api-sports.io/football/players/161622.png,89.0,39,F,6.3,False,False,0,0.0,,10.0,7,0,0,0,0,,,,11.0,2.0,1.0,,,2.0,2.0,,,,,,,,
1214016,Nantes,83,2668,Mostafa Mohamed,https://media.api-sports.io/football/players/2668.png,71.0,31,F,7.5,False,False,0,0.0,,5.0,5,1,0,0,0,,,1.0,10.0,6.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,,,,1.0,
1214016,Nantes,83,2781,Moses Simon,https://media.api-sports.io/football/players/2781.png,90.0,27,F,6.5,False,False,0,0.0,,7.0,6,0,0,0,0,,2.0,,12.0,6.0,1.0,,2.0,4.0,,,,,,,,1.0,
1214016,Nantes,83,15684,Patrik Carlgren,https://media.api-sports.io/football/players/15684.png,56.0,30,G,6.7,False,True,1,0.0,1.0,17.0,5,0,0,0,0,0.0,,,2.0,1.0,,,,1.0,,,,,,,,,
1214016,Nantes,83,21498,Marcus Coco,https://media.api-sports.io/football/players/21498.png,23.0,11,F,5.2,False,True,0,0.0,,9.0,8,0,1,0,0,,,,3.0,,,,,,3.0,,,,,,,,
1214016,Nantes,83,193952,Johann Lepenant,https://media.api-sports.io/football/players/193952.png,19.0,8,M,6.5,False,True,0,0.0,,2.0,2,0,0,0,0,,,,1.0,,,,1.0,,,,,,,,,,
1214016,Nantes,83,443676,Bahereba Guirassy,https://media.api-sports.io/football/players/443676.png,1.0,62,F,,False,True,0,0.0,,,,0,0,0,0,,1.0,,2.0,1.0,,,,,,,,,,,,,
1214016,Nantes,83,3084,Tino Kadewere,https://media.api-sports.io/football/players/3084.png,1.0,10,F,,False,True,0,0.0,,2.0,2,0,0,0,0,,,,1.0,,,,,,1.0,,,,,,,,
1214016,Nantes,83,21088,Nicolas Pallois,https://media.api-sports.io/football/players/21088.png,,4,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214016,Nantes,83,21582,Florent Mollet,https://media.api-sports.io/football/players/21582.png,,25,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214016,Nantes,83,93671,Pedro Chirivella,https://media.api-sports.io/football/players/93671.png,,5,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214016,Nantes,83,3034,Meschack Elia,https://media.api-sports.io/football/players/3034.png,,17,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1214012,Paris Saint Germain,85,2068,Matvey Safonov,https://media.api-sports.io/football/players/2068.png,90.0,39,G,6.3,False,False,1,0.0,,34.0,27,0,0,0,0,0.0,,,,,,,,,,,,,,,,,
1214012,Paris Saint Germain,85,307835,Lucas Beraldo,https://media.api-sports.io/football/players/307835.png,90.0,35,D,7.7,False,False,0,0.0,,116.0,112,0,0,0,0,,2.0,,9.0,7.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,
1214012,Paris Saint Germain,85,33,Lucas Hernández,https://media.api-sports.io/football/players/33.png,90.0,21,D,6.6,False,False,0,0.0,,100.0,97,0,0,0,0,,1.0,,3.0,2.0,,,,1.0,,1.0,,,,1.0,,,
1214012,Paris Saint Germain,85,336657,Warren Zaïre-Emery,https://media.api-sports.io/football/players/336657.png,90.0,33,D,6.3,False,False,0,0.0,,88.0,86,0,0,0,0,,,,7.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,
1214012,Paris Saint Germain,85,9,Achraf Hakimi,https://media.api-sports.io/football/players/9.png,61.0,2,M,7,True,False,0,0.0,,50.0,47,0,0,0,0,,1.0,,4.0,2.0,,,2.0,1.0,,,,,,1.0,,,
1214012,Paris Saint Germain,85,927,Kang-in Lee,https://media.api-sports.io/football/players/927.png,73.0,19,M,7.7,False,False,0,0.0,,71.0,69,0,0,0,0,,3.0,,9.0,5.0,2.0,2.0,2.0,,,,,,,3.0,,,
1214012,Paris Saint Germain,85,343027,Désiré Doué,https://media.api-sports.io/football/players/343027.png,81.0,14,M,8.2,False,False,0,0.0,,64.0,55,0,0,0,0,,4.0,,11.0,8.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,,4.0,,,
1214012,Paris Saint Germain,85,409216,Senny Mayulu,https://media.api-sports.io/football/players/409216.png,90.0,24,M,7.9,False,False,0,1.0,,66.0,61,0,0,0,0,,1.0,1.0,10.0,4.0,3.0,1.0,,2.0,1.0,3.0,2.0,,,1.0,,,
1214012,Paris Saint Germain,85,446249,Ibrahim Mbaye,https://media.api-sports.io/football/players/446249.png,61.0,49,F,7.3,False,False,0,0.0,,43.0,38,0,0,0,0,,,2.0,12.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,,,2.0,,,
