fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,duels_total,duels_won,fouls_drawn,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,shots_total,shots_on,goals_total,tackles_total,tackles_interceptions,dribbles_attempts,dribbles_past,fouls_committed,penalty_commited,tackles_blocks,goals_assists,passes_key,offsides,dribbles_success,penalty_won
1073579,Kifisia,5050,127451,Jack Ipalibo,https://media.api-sports.io/football/players/127451.png,84.0,42,M,6.6,False,False,0,,36.0,27,7.0,3.0,,0,0,0,0,,,,,1.0,2.0,1.0,,2.0,,1.0,,,,1.0,
1073579,Kifisia,5050,49905,Thievy Bifouma,https://media.api-sports.io/football/players/49905.png,66.0,23,M,7.9,False,False,0,,24.0,21,9.0,6.0,1.0,0,0,0,0,,,,,4.0,1.0,1.0,1.0,1.0,,,1.0,3.0,,1.0,
1073579,Kifisia,5050,53511,Ognjen Ožegović,https://media.api-sports.io/football/players/53511.png,90.0,9,F,8.2,False,False,0,,15.0,9,9.0,4.0,3.0,0,0,0,0,,4.0,4.0,2.0,,,,,2.0,,,,,1.0,,
1073579,Kifisia,5050,342,Marko Gobeljić,https://media.api-sports.io/football/players/342.png,45.0,20,D,6.6,False,True,0,,4.0,4,1.0,1.0,1.0,0,0,0,0,,,,,,,,,,,,,,,,
1073579,Kifisia,5050,1016,Nicolas Andereggen,https://media.api-sports.io/football/players/1016.png,24.0,33,F,6.2,False,True,0,,2.0,1,,,,0,0,0,0,,1.0,1.0,,,,,,,,,,,,,
1073579,Kifisia,5050,342918,Andrews Tetteh,https://media.api-sports.io/football/players/342918.png,24.0,10,F,7.5,False,True,0,,9.0,8,13.0,8.0,2.0,0,0,0,0,,,,,2.0,2.0,2.0,2.0,1.0,,,,1.0,,2.0,
1073579,Kifisia,5050,44333,Alberto Botía,https://media.api-sports.io/football/players/44333.png,13.0,3,D,6.7,False,True,0,,1.0,1,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,Kifisia,5050,80749,Ilian Iliev,https://media.api-sports.io/football/players/80749.png,1.0,22,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,Kifisia,5050,2783,Ögmundur Kristinsson,https://media.api-sports.io/football/players/2783.png,,1,G,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,Kifisia,5050,3415,Lumor Agbenyenu,https://media.api-sports.io/football/players/3415.png,,15,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,Kifisia,5050,14281,Luka Capan,https://media.api-sports.io/football/players/14281.png,,31,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,Kifisia,5050,342915,Panagiotis Pritsas,https://media.api-sports.io/football/players/342915.png,,7,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,PAS Giannina,950,15504,Boris Kleiman,https://media.api-sports.io/football/players/15504.png,90.0,55,G,6.9,False,False,4,5.0,25.0,18,,,,0,0,0,0,0.0,,,,,,,,,,,,,,,
1073579,PAS Giannina,950,182717,Carles Soria,https://media.api-sports.io/football/players/182717.png,90.0,2,D,5.9,False,False,0,,29.0,23,4.0,,,0,0,0,0,,,,,,,2.0,,1.0,,,,2.0,,,
1073579,PAS Giannina,950,26740,Epameinondas Pantelakis,https://media.api-sports.io/football/players/26740.png,90.0,4,D,6.3,True,False,0,,67.0,51,4.0,2.0,1.0,1,0,0,0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,
1073579,PAS Giannina,950,65655,Rodrigo Erramuspe,https://media.api-sports.io/football/players/65655.png,90.0,15,D,6,False,False,0,,57.0,48,5.0,3.0,,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,
1073579,PAS Giannina,950,122131,Marios Tsaousis,https://media.api-sports.io/football/players/122131.png,90.0,3,D,6.6,False,False,0,,42.0,27,18.0,9.0,3.0,1,0,0,0,,1.0,,,3.0,,1.0,2.0,4.0,,,1.0,1.0,,1.0,
1073579,PAS Giannina,950,26952,Zisis Karachalios,https://media.api-sports.io/football/players/26952.png,90.0,5,M,6.5,False,False,0,,49.0,43,4.0,3.0,2.0,1,0,0,0,,1.0,,,,3.0,,,1.0,,,,1.0,,,
1073579,PAS Giannina,950,6269,Federico Gino,https://media.api-sports.io/football/players/6269.png,90.0,7,M,6.3,False,False,0,,52.0,41,7.0,2.0,1.0,0,0,0,0,,,,,1.0,2.0,,2.0,2.0,,,,,,,
1073579,PAS Giannina,950,26935,Giorgos Pamlidis,https://media.api-sports.io/football/players/26935.png,90.0,14,M,7.2,False,False,0,,33.0,23,11.0,4.0,2.0,0,0,0,0,,,,,,1.0,2.0,,3.0,,,1.0,2.0,1.0,2.0,
1073579,PAS Giannina,950,36867,Daan Rienstra,https://media.api-sports.io/football/players/36867.png,45.0,23,M,6.3,False,False,0,,13.0,13,3.0,1.0,,0,0,0,0,,,,,,,,2.0,,,,,1.0,,,
1073579,PAS Giannina,950,136242,Kevin Rosero,https://media.api-sports.io/football/players/136242.png,90.0,11,M,7.9,False,False,0,,34.0,24,17.0,10.0,1.0,0,0,0,0,,1.0,1.0,1.0,4.0,,7.0,1.0,1.0,,,,,,5.0,
1073579,PAS Giannina,950,26933,Jean-Baptiste Leo,https://media.api-sports.io/football/players/26933.png,64.0,17,F,6.3,False,False,0,,12.0,11,6.0,,,0,0,0,0,,1.0,1.0,,,,1.0,,1.0,,,,1.0,,,
1073579,PAS Giannina,950,6179,Juan Garro,https://media.api-sports.io/football/players/6179.png,32.0,10,F,6.2,False,True,0,,7.0,4,9.0,3.0,1.0,2,1,0,0,,2.0,1.0,,,,1.0,,3.0,,,,,,1.0,
1073579,PAS Giannina,950,50428,Pedro Conde,https://media.api-sports.io/football/players/50428.png,26.0,9,F,6.6,False,True,0,,6.0,4,2.0,1.0,,0,0,0,0,,1.0,1.0,,,,,,,,,,,,,
1073579,PAS Giannina,950,31966,Vasilios Athanasiou,https://media.api-sports.io/football/players/31966.png,,99,G,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,PAS Giannina,950,135847,Gerasimos Bakadimas,https://media.api-sports.io/football/players/135847.png,,45,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,PAS Giannina,950,135861,Giannis Kiakos,https://media.api-sports.io/football/players/135861.png,,30,F,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,PAS Giannina,950,26922,Angelos Liasos,https://media.api-sports.io/football/players/26922.png,,80,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,PAS Giannina,950,195874,Konstantinos Panagou,https://media.api-sports.io/football/players/195874.png,,24,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,PAS Giannina,950,26841,Panagiotis Tzimas,https://media.api-sports.io/football/players/26841.png,,21,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073579,PAS Giannina,950,152399,Claudiu Balan,https://media.api-sports.io/football/players/152399.png,,91,F,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,Aris Thessalonikis,1123,68180,Julián Cuesta,https://media.api-sports.io/football/players/68180.png,90.0,23,G,6.6,True,False,0,,36.0,24,1.0,1.0,,0,0,0,0,0.0,,,,,,,,,,,,,,,
1073576,Aris Thessalonikis,1123,19348,Moses Odubajo,https://media.api-sports.io/football/players/19348.png,90.0,22,D,8.3,False,False,0,,35.0,30,10.0,9.0,6.0,0,0,0,0,,1.0,1.0,,1.0,3.0,1.0,,1.0,,,,,,1.0,
1073576,Aris Thessalonikis,1123,9914,Fabiano,https://media.api-sports.io/football/players/9914.png,90.0,4,D,7.7,False,False,0,,50.0,46,10.0,4.0,,0,0,0,0,,1.0,,,3.0,1.0,,,4.0,,1.0,,1.0,,,
1073576,Aris Thessalonikis,1123,798,Jakub Brabec,https://media.api-sports.io/football/players/798.png,90.0,14,D,6.9,False,False,0,,55.0,48,5.0,,,0,0,0,0,,,,,,1.0,,2.0,,,1.0,,,,,
1073576,Aris Thessalonikis,1123,18965,Martín Montoya,https://media.api-sports.io/football/players/18965.png,90.0,33,D,6.9,False,False,0,,40.0,32,8.0,2.0,1.0,0,0,0,0,,,,,,1.0,,2.0,1.0,,,,,,,
1073576,Aris Thessalonikis,1123,25348,Vladimír Darida,https://media.api-sports.io/football/players/25348.png,90.0,16,M,8,False,False,0,,54.0,45,7.0,2.0,1.0,0,0,0,0,,3.0,2.0,1.0,,2.0,2.0,,2.0,,,,2.0,,1.0,
1073576,Aris Thessalonikis,1123,107131,Jean Jules Mvondo,https://media.api-sports.io/football/players/107131.png,82.0,30,M,6.9,False,False,0,,44.0,41,2.0,1.0,,0,0,0,0,,,,,1.0,,,,1.0,,,,,,,
1073576,Aris Thessalonikis,1123,47312,Rubén Pardo,https://media.api-sports.io/football/players/47312.png,62.0,21,M,7.3,False,False,0,,39.0,36,1.0,1.0,1.0,0,0,0,0,,,,,,,,,,,,,2.0,1.0,,
1073576,Aris Thessalonikis,1123,2095,Magomed Shapi Suleymanov,https://media.api-sports.io/football/players/2095.png,82.0,93,F,7.3,False,False,0,,33.0,25,7.0,4.0,,0,0,0,0,,3.0,1.0,,2.0,2.0,2.0,,1.0,,,,2.0,,1.0,
1073576,Aris Thessalonikis,1123,1584,Loren Morón,https://media.api-sports.io/football/players/1584.png,89.0,80,F,7.3,False,False,0,,16.0,12,12.0,4.0,1.0,0,0,0,0,,3.0,1.0,,1.0,,2.0,2.0,1.0,,1.0,,1.0,,1.0,
1073576,Aris Thessalonikis,1123,6096,Jonathan Menéndez,https://media.api-sports.io/football/players/6096.png,83.0,27,F,7.2,False,False,0,,27.0,21,8.0,3.0,3.0,0,0,0,0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,3.0,,,
1073576,Aris Thessalonikis,1123,8487,Birger Verstraete,https://media.api-sports.io/football/players/8487.png,28.0,28,M,6.2,False,True,0,,14.0,8,4.0,1.0,,1,0,0,0,,,,,,,1.0,,2.0,,,,,,,
1073576,Aris Thessalonikis,1123,163436,Kike Saverio,https://media.api-sports.io/football/players/163436.png,8.0,11,M,6.6,False,True,0,,4.0,4,1.0,1.0,,0,0,0,0,,,,,,,1.0,,,,,,,,1.0,
1073576,Aris Thessalonikis,1123,14398,Neven Đurasek,https://media.api-sports.io/football/players/14398.png,8.0,20,M,6.3,False,True,0,,3.0,2,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,Aris Thessalonikis,1123,66027,David Moberg Karlsson,https://media.api-sports.io/football/players/66027.png,11.0,32,F,6.3,False,True,0,,2.0,2,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,Aris Thessalonikis,1123,196254,Álvaro Zamora,https://media.api-sports.io/football/players/196254.png,1.0,12,M,,False,True,0,,4.0,3,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,Aris Thessalonikis,1123,1587,Lefteris Choutesiotis,https://media.api-sports.io/football/players/1587.png,,94,G,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,Aris Thessalonikis,1123,163453,Valentino Fattore,https://media.api-sports.io/football/players/163453.png,,18,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,Aris Thessalonikis,1123,1606,Lazaros Christodoulopoulos,https://media.api-sports.io/football/players/1606.png,,7,F,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,Aris Thessalonikis,1123,720,Lukas Rupp,https://media.api-sports.io/football/players/720.png,,10,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,OFI,1124,48393,Noam Baumann,https://media.api-sports.io/football/players/48393.png,90.0,33,G,7.7,False,False,1,5.0,27.0,26,2.0,2.0,1.0,0,0,0,0,0.0,,,,,,,,,,,,,,,
1073576,OFI,1124,1952,Eric Larsson,https://media.api-sports.io/football/players/1952.png,90.0,2,D,6.9,False,False,0,,35.0,28,8.0,6.0,3.0,0,0,0,0,,,,,2.0,1.0,,1.0,2.0,,,,,,,
1073576,OFI,1124,15285,Praxitelis Vouros,https://media.api-sports.io/football/players/15285.png,90.0,14,D,7.2,True,False,0,,57.0,50,5.0,2.0,,0,0,0,0,,,,,1.0,1.0,,1.0,2.0,,3.0,,,,,
1073576,OFI,1124,594,Vasilis Lampropoulos,https://media.api-sports.io/football/players/594.png,90.0,24,D,7,False,False,0,,66.0,57,5.0,2.0,,0,0,0,0,,,,,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,
1073576,OFI,1124,48201,Guðmundur Þórarinsson,https://media.api-sports.io/football/players/48201.png,90.0,22,D,6.6,False,False,0,,43.0,40,3.0,2.0,,0,0,0,0,,,,,1.0,,,1.0,1.0,,,,,,,
1073576,OFI,1124,19426,Jon Toral,https://media.api-sports.io/football/players/19426.png,74.0,21,M,6.6,False,False,0,,51.0,45,4.0,1.0,,1,0,0,0,,1.0,,,,,,,2.0,,,,,,,
1073576,OFI,1124,35639,Felipe Gallegos,https://media.api-sports.io/football/players/35639.png,79.0,8,M,6.9,False,False,0,,54.0,47,4.0,3.0,,0,0,0,0,,,,,3.0,,,,,,,,,,,
1073576,OFI,1124,162990,Leroy Abanda,https://media.api-sports.io/football/players/162990.png,90.0,99,M,6.6,False,False,0,,31.0,21,14.0,6.0,,0,0,0,0,,,,,3.0,2.0,4.0,,5.0,,,,2.0,,1.0,
1073576,OFI,1124,26905,Juan Angel Neira,https://media.api-sports.io/football/players/26905.png,65.0,10,M,6.9,False,False,0,,43.0,37,4.0,2.0,1.0,0,0,0,0,,,,,,,1.0,,2.0,,,,1.0,,1.0,
1073576,OFI,1124,51135,Harold Mosquera,https://media.api-sports.io/football/players/51135.png,65.0,30,M,6.7,False,False,0,,19.0,14,4.0,1.0,1.0,0,0,0,0,,,,,,,,,1.0,,,,2.0,,,
1073576,OFI,1124,19430,Nouha Dicko,https://media.api-sports.io/football/players/19430.png,90.0,11,F,7.2,False,False,0,,15.0,11,13.0,9.0,4.0,0,0,0,0,,1.0,,,,1.0,5.0,,,,,,,,4.0,
1073576,OFI,1124,1498,Luiz Phellype,https://media.api-sports.io/football/players/1498.png,25.0,28,F,6.7,False,True,0,,6.0,5,3.0,2.0,1.0,0,0,0,0,,1.0,,,,,1.0,,1.0,,,,,,,
1073576,OFI,1124,8588,Marko Bakić,https://media.api-sports.io/football/players/8588.png,25.0,88,M,6.9,False,True,0,,24.0,20,3.0,2.0,2.0,0,0,0,0,,,,,,1.0,,,,,,,,,,
1073576,OFI,1124,133918,Adrián Riera,https://media.api-sports.io/football/players/133918.png,16.0,23,M,6.7,False,True,0,,12.0,8,2.0,2.0,1.0,0,0,0,0,,,,,1.0,,,,1.0,,,,,,,
1073576,OFI,1124,56009,Dan Glazer,https://media.api-sports.io/football/players/56009.png,11.0,55,M,6.3,False,True,0,,7.0,4,2.0,1.0,,0,0,0,0,,,,,1.0,,,1.0,,,,,,,,
1073576,OFI,1124,122040,Nikos Christogeorgos,https://media.api-sports.io/football/players/122040.png,,31,G,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,OFI,1124,26831,Triantafyllos Pasalidis,https://media.api-sports.io/football/players/26831.png,,4,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,OFI,1124,26771,Nikolaos Marinakis,https://media.api-sports.io/football/players/26771.png,,6,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,OFI,1124,26883,Konstantinos Giannoulis,https://media.api-sports.io/football/players/26883.png,,18,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073576,OFI,1124,349497,Giannis Apostolakis,https://media.api-sports.io/football/players/349497.png,,45,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073577,Asteras Tripolis,955,26823,Nikolaos Papadopoulos,https://media.api-sports.io/football/players/26823.png,90.0,1,G,6.3,False,False,4,3.0,46.0,25,3.0,1.0,,0,0,0,0,0.0,,,,1.0,,,2.0,,,,,,,,
1073577,Asteras Tripolis,955,46756,David Carmona,https://media.api-sports.io/football/players/46756.png,90.0,12,D,6.3,False,False,0,,36.0,26,4.0,2.0,2.0,0,0,0,0,,,,,,3.0,,1.0,1.0,,,,,,,
1073577,Asteras Tripolis,955,1686,Pepe Castaño,https://media.api-sports.io/football/players/1686.png,90.0,19,D,6,False,False,0,,53.0,46,1.0,,,0,0,0,0,,,,,,,,,1.0,,1.0,,,,,
1073577,Asteras Tripolis,955,30777,Ervin Zukanović,https://media.api-sports.io/football/players/30777.png,90.0,87,D,7.2,False,False,0,,59.0,49,4.0,2.0,2.0,0,0,0,0,,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,,,
1073577,Asteras Tripolis,955,75844,Federico Álvarez,https://media.api-sports.io/football/players/75844.png,90.0,29,D,5.6,False,False,0,,40.0,33,8.0,5.0,2.0,1,0,0,0,,2.0,1.0,,3.0,,1.0,1.0,1.0,,,,1.0,,,
1073577,Asteras Tripolis,955,26825,Oluwatobiloba Alagbe,https://media.api-sports.io/football/players/26825.png,90.0,69,M,6.5,False,False,0,,31.0,25,4.0,,,1,0,0,0,,1.0,,,,1.0,1.0,,1.0,,,,,,,
1073577,Asteras Tripolis,955,26838,Juan Munafo,https://media.api-sports.io/football/players/26838.png,76.0,8,M,6.9,True,False,0,,36.0,30,6.0,4.0,1.0,0,0,0,0,,1.0,1.0,,3.0,1.0,,,1.0,,,,,,,
1073577,Asteras Tripolis,955,26847,Nikos Kaltsas,https://media.api-sports.io/football/players/26847.png,89.0,20,M,6.2,False,False,0,,19.0,15,9.0,4.0,2.0,0,0,0,0,,,,,2.0,,,1.0,1.0,,,,,,,
1073577,Asteras Tripolis,955,5727,Julián Bartolo,https://media.api-sports.io/football/players/5727.png,27.0,7,M,6.7,False,False,0,,5.0,4,2.0,,,0,0,0,0,,,,,,,,,2.0,,,,1.0,,,
1073577,Asteras Tripolis,955,334594,Nikolaos Zouglis,https://media.api-sports.io/football/players/334594.png,77.0,77,M,6.6,False,False,0,,6.0,5,6.0,3.0,1.0,0,0,0,0,,2.0,1.0,,1.0,,3.0,1.0,,,1.0,,1.0,,1.0,
1073577,Asteras Tripolis,955,158434,Juan Miritello,https://media.api-sports.io/football/players/158434.png,77.0,9,F,6.9,False,False,0,,14.0,10,18.0,8.0,4.0,0,0,0,0,,2.0,,,,,,,5.0,,,,,1.0,,
1073577,Asteras Tripolis,955,44900,Sean Goss,https://media.api-sports.io/football/players/44900.png,63.0,4,M,6.5,False,True,0,,22.0,18,8.0,3.0,2.0,0,0,0,0,,,,,1.0,,,1.0,3.0,,,,1.0,,,
1073577,Asteras Tripolis,955,26842,José Luis Valiente,https://media.api-sports.io/football/players/26842.png,14.0,6,M,6.3,False,True,0,,9.0,8,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073577,Asteras Tripolis,955,929,Sito,https://media.api-sports.io/football/players/929.png,13.0,40,M,6.7,False,True,0,,7.0,6,2.0,2.0,1.0,0,0,0,0,,,,,,,,,,,,,,,,
1073577,Asteras Tripolis,955,27019,Vasilios Mantzis,https://media.api-sports.io/football/players/27019.png,13.0,14,F,6.6,False,True,0,,2.0,2,3.0,2.0,,0,0,0,0,,1.0,,,,,,,,,,,,,,
1073577,Asteras Tripolis,955,77623,Youba Diarra,https://media.api-sports.io/football/players/77623.png,1.0,24,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073577,Asteras Tripolis,955,334591,Nikolaos Grammatikakis,https://media.api-sports.io/football/players/334591.png,,70,G,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073577,Asteras Tripolis,955,47124,Pichu Atienza,https://media.api-sports.io/football/players/47124.png,,18,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073577,Asteras Tripolis,955,122853,Rubén García,https://media.api-sports.io/football/players/122853.png,,2,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1073577,Asteras Tripolis,955,91250,Diamantis Chouchoumis,https://media.api-sports.io/football/players/91250.png,,3,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
