fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,passes_total,passes_accuracy,duels_total,dribbles_attempts,fouls_committed,cards_yellow,cards_red,penalty_commited,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,duels_won,fouls_drawn,offsides,shots_total,dribbles_past,dribbles_success,shots_on,goals_total,tackles_blocks,passes_key,goals_saves,penalty_won
1390832,Levante,539,128985,Iker Losada,https://media.api-sports.io/football/players/128985.png,16.0,18,F,6.5,False,True,0,0.0,7.0,3,3.0,1.0,,0,0,,0,0,,,1.0,1.0,,,,1.0,1.0,,,,,,
1390832,Levante,539,450497,Carlos Espí,https://media.api-sports.io/football/players/450497.png,16.0,19,F,6.2,False,True,0,0.0,3.0,3,4.0,,1.0,0,0,,0,0,,,,,,1.0,,,,,,,,,
1390832,Levante,539,46790,Víctor García,https://media.api-sports.io/football/players/46790.png,12.0,17,D,6.2,False,True,0,0.0,2.0,1,2.0,1.0,,0,0,,0,0,,,,1.0,,,,,1.0,,,,,,
1390832,Levante,539,338295,Alejandro Primo,https://media.api-sports.io/football/players/338295.png,,32,G,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Levante,539,504605,Nacho Pérez,https://media.api-sports.io/football/players/504605.png,,29,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Levante,539,421807,Matias Moreno,https://media.api-sports.io/football/players/421807.png,,2,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Levante,539,182150,Sergio Lozano,https://media.api-sports.io/football/players/182150.png,,21,M,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Levante,539,463279,Paco Cortés,https://media.api-sports.io/football/players/463279.png,,27,F,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Barcelona,529,182718,Joan García,https://media.api-sports.io/football/players/182718.png,90.0,13,G,7.2,False,False,2,0.0,15.0,14,,,,0,0,,0,0,0.0,,,,,,,,,,,,,3.0,
1390832,Barcelona,529,619,Eric García,https://media.api-sports.io/football/players/619.png,85.0,24,D,6.7,False,False,0,0.0,82.0,80,3.0,,1.0,0,0,,0,0,,1.0,2.0,2.0,1.0,,1.0,,,1.0,,,3.0,,
1390832,Barcelona,529,101814,Ronald Araújo,https://media.api-sports.io/football/players/101814.png,76.0,4,D,6.2,True,False,0,0.0,60.0,58,9.0,,1.0,0,0,,0,0,,1.0,1.0,4.0,,,,,,,,,,,
1390832,Barcelona,529,396623,Pau Cubarsí,https://media.api-sports.io/football/players/396623.png,90.0,5,D,6.2,False,False,0,0.0,92.0,84,6.0,,1.0,0,0,,0,0,,1.0,,1.0,,,,2.0,,,,,,,
1390832,Barcelona,529,161928,Alejandro Balde,https://media.api-sports.io/football/players/161928.png,76.0,3,D,6.9,False,False,0,0.0,67.0,63,8.0,1.0,1.0,1,0,1.0,0,0,,1.0,,4.0,1.0,,,1.0,,,,1.0,3.0,,
1390832,Barcelona,529,329728,Marc Casadó,https://media.api-sports.io/football/players/329728.png,45.0,17,M,6.6,False,False,0,0.0,52.0,48,5.0,,2.0,0,0,,0,0,,1.0,,3.0,1.0,,,1.0,,,,,,,
1390832,Barcelona,529,133609,Pedri,https://media.api-sports.io/football/players/133609.png,90.0,8,M,8.5,False,False,0,0.0,127.0,118,9.0,,,0,0,,0,0,,1.0,1.0,3.0,1.0,,2.0,1.0,,2.0,1.0,,2.0,,
1390832,Barcelona,529,386828,Lamine Yamal,https://media.api-sports.io/football/players/386828.png,90.0,10,M,6.9,False,False,0,1.0,57.0,49,24.0,19.0,,0,0,,0,0,,1.0,,12.0,2.0,,4.0,1.0,9.0,2.0,,,2.0,,
1390832,Barcelona,529,1496,Raphinha,https://media.api-sports.io/football/players/1496.png,90.0,11,M,7.3,False,False,0,1.0,50.0,41,7.0,2.0,1.0,0,0,,0,0,,2.0,,4.0,,,3.0,1.0,1.0,,,,4.0,,
1390832,Barcelona,529,909,Marcus Rashford,https://media.api-sports.io/football/players/909.png,45.0,14,M,6.2,False,False,0,0.0,30.0,30,5.0,5.0,,0,0,,0,0,,,,2.0,,,1.0,,2.0,1.0,,,2.0,,
1390832,Barcelona,529,931,Ferran Torres,https://media.api-sports.io/football/players/931.png,90.0,7,F,6.6,False,False,0,0.0,20.0,15,9.0,1.0,,0,0,,0,0,,,,3.0,1.0,,4.0,,,3.0,1.0,,2.0,,
1390832,Barcelona,529,1323,Dani Olmo,https://media.api-sports.io/football/players/1323.png,45.0,20,M,6.9,False,True,0,0.0,27.0,23,1.0,,,0,0,,0,0,,,1.0,1.0,1.0,,2.0,,,1.0,,,2.0,,
1390832,Barcelona,529,296667,Pablo Gavi,https://media.api-sports.io/football/players/296667.png,45.0,6,M,7,False,True,0,0.0,47.0,44,8.0,1.0,1.0,0,0,,0,0,,2.0,,4.0,1.0,,,1.0,,,,,1.0,,
1390832,Barcelona,529,2282,Andreas Christensen,https://media.api-sports.io/football/players/2282.png,15.0,15,D,7.2,False,True,0,0.0,21.0,19,3.0,,,0,0,,0,0,,,,3.0,1.0,,,,,,,,,,
1390832,Barcelona,529,521,Robert Lewandowski,https://media.api-sports.io/football/players/521.png,15.0,9,F,6.3,False,True,0,0.0,3.0,2,2.0,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Barcelona,529,1257,Jules Koundé,https://media.api-sports.io/football/players/1257.png,13.0,23,D,6.6,False,True,0,0.0,11.0,11,,,,0,0,,0,0,,,,,,,1.0,,,,,,,,
1390832,Barcelona,529,383647,Diego Kochen,https://media.api-sports.io/football/players/383647.png,,31,G,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Barcelona,529,126,Iñaki Peña,https://media.api-sports.io/football/players/126.png,,1,G,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Barcelona,529,491250,Jofre Torrents ,https://media.api-sports.io/football/players/491250.png,,26,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Barcelona,529,340626,Fermín López,https://media.api-sports.io/football/players/340626.png,,16,M,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Barcelona,529,445973,Toni Fernández,https://media.api-sports.io/football/players/445973.png,,29,F,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390832,Barcelona,529,491087,Dro Fernández,https://media.api-sports.io/football/players/491087.png,,27,M,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Athletic Club,531,47270,Unai Simón,https://media.api-sports.io/football/players/47270.png,90.0,1,G,6.6,False,False,0,0.0,28.0,15,1.0,,,0,0,,0,0,0.0,,,1.0,1.0,,,,,,,,,1.0,
1390829,Athletic Club,531,182181,Jesús Areso,https://media.api-sports.io/football/players/182181.png,90.0,12,D,7.9,False,False,0,0.0,34.0,31,7.0,,2.0,0,0,,0,0,,2.0,2.0,4.0,,,,1.0,,,,1.0,1.0,,
1390829,Athletic Club,531,47278,Daniel Vivian,https://media.api-sports.io/football/players/47278.png,90.0,3,D,7.3,False,False,0,0.0,45.0,33,6.0,1.0,1.0,0,0,,0,0,,2.0,,4.0,,,,1.0,1.0,,,,,,
1390829,Athletic Club,531,183849,Aitor Paredes,https://media.api-sports.io/football/players/183849.png,90.0,4,D,7.2,False,False,0,0.0,28.0,22,4.0,,,0,0,,0,0,,1.0,2.0,4.0,,,,,,,,1.0,,,
1390829,Athletic Club,531,47273,Yuri Berchiche,https://media.api-sports.io/football/players/47273.png,90.0,17,D,7.2,False,False,0,0.0,47.0,39,9.0,,,0,0,,0,0,,3.0,,7.0,1.0,,,,,,,,1.0,,
1390829,Athletic Club,531,383780,Mikel Jauregizar,https://media.api-sports.io/football/players/383780.png,90.0,18,M,6.3,False,False,0,0.0,30.0,21,13.0,1.0,,0,0,,0,0,,2.0,1.0,6.0,1.0,,,2.0,,,,,,,
1390829,Athletic Club,531,47007,Iñigo Ruiz de Galarreta,https://media.api-sports.io/football/players/47007.png,67.0,16,M,7.2,False,False,0,0.0,29.0,25,9.0,2.0,2.0,0,0,,0,0,,1.0,,6.0,3.0,,,,2.0,,,1.0,1.0,,
1390829,Athletic Club,531,47294,Iñaki Williams,https://media.api-sports.io/football/players/47294.png,79.0,9,M,6.5,True,False,0,0.0,11.0,8,3.0,1.0,2.0,0,0,,0,0,,,,1.0,,,1.0,1.0,1.0,,,,,,
1390829,Athletic Club,531,30510,Álex Berenguer,https://media.api-sports.io/football/players/30510.png,87.0,7,M,6.6,False,False,0,0.0,20.0,15,9.0,1.0,1.0,0,0,,0,0,,1.0,,4.0,2.0,,,1.0,1.0,,,,,,
1390829,Athletic Club,531,183799,Nico Williams,https://media.api-sports.io/football/players/183799.png,88.0,10,M,7.5,False,False,0,0.0,23.0,14,11.0,6.0,,0,0,,0,0,,1.0,,7.0,2.0,,3.0,,4.0,2.0,,,2.0,,
1390829,Athletic Club,531,287680,Maroan Sannadi,https://media.api-sports.io/football/players/287680.png,45.0,21,F,6.6,False,False,0,0.0,8.0,6,6.0,1.0,1.0,0,0,,0,0,,,,3.0,,,1.0,1.0,,1.0,,,1.0,,
1390829,Athletic Club,531,128398,Oihan Sancet,https://media.api-sports.io/football/players/128398.png,45.0,8,M,7.3,False,True,0,0.0,9.0,7,8.0,2.0,1.0,0,0,,1,0,,1.0,,3.0,2.0,,2.0,,,1.0,1.0,,1.0,,1.0
1390829,Athletic Club,531,182617,Beñat Prados,https://media.api-sports.io/football/players/182617.png,23.0,24,M,6.3,False,True,0,0.0,12.0,9,2.0,,2.0,0,0,,0,0,,,,,,,,,,,,,1.0,,
1390829,Athletic Club,531,47291,Gorka Guruzeta,https://media.api-sports.io/football/players/47291.png,11.0,11,F,6.3,False,True,0,0.0,6.0,5,4.0,,1.0,0,0,,0,0,,,,1.0,,,,,,,,,,,
1390829,Athletic Club,531,47418,Mikel Vesga,https://media.api-sports.io/football/players/47418.png,9.0,6,M,6.3,False,True,0,0.0,2.0,2,1.0,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Athletic Club,531,332308,Unai Gómez,https://media.api-sports.io/football/players/332308.png,8.0,20,M,6.5,False,True,0,0.0,2.0,1,1.0,1.0,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Athletic Club,531,312468,Alex Padilla,https://media.api-sports.io/football/players/312468.png,,27,G,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Athletic Club,531,47299,Andoni Gorosabel,https://media.api-sports.io/football/players/47299.png,,2,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Athletic Club,531,47276,Íñigo Lekue,https://media.api-sports.io/football/players/47276.png,,15,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Athletic Club,531,336998,Adama Boiro,https://media.api-sports.io/football/players/336998.png,,19,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Athletic Club,531,335490,Jon de Luis,https://media.api-sports.io/football/players/335490.png,,34,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Athletic Club,531,84086,Robert Navarro,https://media.api-sports.io/football/players/84086.png,,23,M,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Athletic Club,531,286593,Nico Serrano,https://media.api-sports.io/football/players/286593.png,,22,F,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Rayo Vallecano,728,11379,Augusto Batalla,https://media.api-sports.io/football/players/11379.png,90.0,13,G,7.3,False,False,1,0.0,42.0,27,3.0,,,0,0,,0,0,0.0,1.0,,3.0,1.0,,,,,,,,,3.0,
1390829,Rayo Vallecano,728,1703,Andrei Rațiu,https://media.api-sports.io/football/players/1703.png,90.0,2,D,5.9,False,False,0,0.0,39.0,34,8.0,1.0,2.0,1,0,,0,0,,1.0,3.0,1.0,,1.0,,,,,,,,,
1390829,Rayo Vallecano,728,18895,Florian Lejeune,https://media.api-sports.io/football/players/18895.png,90.0,24,D,7.2,False,False,0,0.0,65.0,56,9.0,1.0,1.0,0,0,,0,0,,2.0,2.0,5.0,,,1.0,1.0,1.0,,,,,,
1390829,Rayo Vallecano,728,1847,Luiz Felipe,https://media.api-sports.io/football/players/1847.png,90.0,5,D,6.7,False,False,0,0.0,59.0,57,5.0,,1.0,0,0,,0,0,,1.0,1.0,2.0,,,,1.0,,,,,,,
1390829,Rayo Vallecano,728,181734,Josep Chavarría,https://media.api-sports.io/football/players/181734.png,82.0,3,D,6.5,False,False,0,0.0,45.0,37,7.0,2.0,1.0,1,0,,0,0,,1.0,1.0,4.0,2.0,,,,1.0,,,2.0,,,
1390829,Rayo Vallecano,728,131546,Isi Palazón,https://media.api-sports.io/football/players/131546.png,79.0,7,M,6.2,True,False,0,0.0,31.0,24,11.0,1.0,1.0,0,0,,0,0,,,,4.0,3.0,,,1.0,,,,,,,
1390829,Rayo Vallecano,728,41552,Pathé Ismaël Ciss,https://media.api-sports.io/football/players/41552.png,90.0,6,M,7.3,False,False,0,0.0,67.0,58,8.0,,1.0,0,0,,0,0,,2.0,2.0,5.0,1.0,,,1.0,,,,1.0,2.0,,
1390829,Rayo Vallecano,728,47285,Unai López,https://media.api-sports.io/football/players/47285.png,55.0,17,M,7.2,False,False,0,0.0,47.0,42,8.0,2.0,1.0,1,0,,0,0,,2.0,2.0,5.0,,,,1.0,2.0,,,,,,
1390829,Rayo Vallecano,728,47543,Álvaro García,https://media.api-sports.io/football/players/47543.png,90.0,18,M,6.6,False,False,0,0.0,32.0,22,10.0,3.0,1.0,1,0,,0,0,,3.0,1.0,5.0,1.0,3.0,,1.0,1.0,,,1.0,,,
1390829,Rayo Vallecano,728,46887,Pedro Díaz,https://media.api-sports.io/football/players/46887.png,55.0,4,F,6.2,False,False,0,0.0,19.0,15,8.0,2.0,,0,0,,0,0,,2.0,1.0,3.0,,,1.0,2.0,1.0,,,,,,
1390829,Rayo Vallecano,728,128582,Jorge de Frutos,https://media.api-sports.io/football/players/128582.png,79.0,19,F,6.3,False,False,0,0.0,8.0,4,6.0,1.0,1.0,0,0,,0,0,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,,
1390829,Rayo Vallecano,728,47414,Gerard Gumbau,https://media.api-sports.io/football/players/47414.png,35.0,15,M,5.9,False,True,0,0.0,12.0,8,7.0,,3.0,0,0,1.0,0,0,,1.0,,3.0,1.0,,,,,,,,,,
1390829,Rayo Vallecano,728,162931,Fran Pérez,https://media.api-sports.io/football/players/162931.png,35.0,21,M,6.7,False,True,0,0.0,10.0,10,,,,0,0,,0,0,,,,,,,,,,,,,1.0,,
1390829,Rayo Vallecano,728,52,Sergio Camello,https://media.api-sports.io/football/players/52.png,11.0,10,F,6.7,False,True,0,0.0,8.0,6,3.0,2.0,,0,0,,0,0,,,,2.0,1.0,,,,1.0,,,,,,
1390829,Rayo Vallecano,728,122657,Randy Nteka,https://media.api-sports.io/football/players/122657.png,11.0,11,M,6.7,False,True,0,0.0,4.0,4,,,,0,0,,0,0,,,,,,1.0,,,,,,,,,
1390829,Rayo Vallecano,728,47557,Óscar Trejo,https://media.api-sports.io/football/players/47557.png,8.0,8,M,6.3,False,True,0,0.0,10.0,9,1.0,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Rayo Vallecano,728,285505,Juanpe,https://media.api-sports.io/football/players/285505.png,,30,G,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Rayo Vallecano,728,156488,Dani Cárdenas,https://media.api-sports.io/football/players/156488.png,,1,G,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Rayo Vallecano,728,20520,Iván Balliu,https://media.api-sports.io/football/players/20520.png,,20,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Rayo Vallecano,728,314006,Jozhua Vertrouwd,https://media.api-sports.io/football/players/314006.png,,33,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Rayo Vallecano,728,46759,Alfonso Espino,https://media.api-sports.io/football/players/46759.png,,22,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Rayo Vallecano,728,333292,Pelayo Fernández,https://media.api-sports.io/football/players/333292.png,,27,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390829,Rayo Vallecano,728,47109,Óscar Valentín,https://media.api-sports.io/football/players/47109.png,,23,M,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Real Sociedad,548,47269,Álex Remiro,https://media.api-sports.io/football/players/47269.png,90.0,1,G,6.6,False,False,2,0.0,23.0,20,,,,0,0,,0,0,0.0,,,,,,,,,,,,,1.0,
1390835,Real Sociedad,548,199044,Jon Aramburu,https://media.api-sports.io/football/players/199044.png,90.0,2,D,7,False,False,0,0.0,54.0,43,13.0,,1.0,0,0,,0,0,,4.0,1.0,8.0,1.0,,2.0,2.0,,2.0,,,,,
1390835,Real Sociedad,548,405073,Jon Martin,https://media.api-sports.io/football/players/405073.png,90.0,31,D,7,False,False,0,0.0,76.0,71,17.0,1.0,3.0,1,0,1.0,0,0,,1.0,2.0,11.0,,,,,,,,4.0,1.0,,
1390835,Real Sociedad,548,47314,Igor Zubeldia,https://media.api-sports.io/football/players/47314.png,90.0,5,D,6.7,False,False,0,0.0,63.0,61,9.0,1.0,2.0,0,0,,0,0,,1.0,1.0,5.0,,,,,,,,,1.0,,
1390835,Real Sociedad,548,23,Sergio Gómez,https://media.api-sports.io/football/players/23.png,71.0,17,D,6.9,False,False,0,0.0,56.0,48,13.0,2.0,,0,0,,0,0,,7.0,,9.0,1.0,,,2.0,,,,,,,
1390835,Real Sociedad,548,183744,Beñat Turrientes,https://media.api-sports.io/football/players/183744.png,56.0,8,M,6.5,False,False,0,0.0,40.0,36,5.0,1.0,2.0,0,0,,0,0,,,1.0,1.0,1.0,,,,,,,,1.0,,
1390835,Real Sociedad,548,32862,Takefusa Kubo,https://media.api-sports.io/football/players/32862.png,90.0,14,M,7,False,False,0,0.0,42.0,32,11.0,2.0,1.0,0,0,,0,0,,,,6.0,5.0,,1.0,,1.0,1.0,,,4.0,,
1390835,Real Sociedad,548,7332,Luka Sučić,https://media.api-sports.io/football/players/7332.png,56.0,24,M,6.3,False,False,0,0.0,16.0,13,3.0,,1.0,0,0,,0,0,,,,,,,,,,,,,1.0,,
1390835,Real Sociedad,548,290106,Pablo Marín,https://media.api-sports.io/football/players/290106.png,90.0,28,M,6.5,False,False,0,0.0,34.0,26,10.0,2.0,2.0,0,0,,0,0,,1.0,,5.0,3.0,,,1.0,,,,,,,
1390835,Real Sociedad,548,47317,Ander Barrenetxea,https://media.api-sports.io/football/players/47317.png,80.0,7,M,7.9,False,False,0,0.0,26.0,22,8.0,3.0,,0,0,,0,0,,,,5.0,2.0,,4.0,,1.0,2.0,1.0,,1.0,,
1390835,Real Sociedad,548,47323,Mikel Oyarzabal,https://media.api-sports.io/football/players/47323.png,72.0,10,F,6.7,True,False,0,1.0,19.0,17,4.0,,1.0,0,0,,0,0,,,,,,1.0,1.0,1.0,,,,,2.0,,
1390835,Real Sociedad,548,287654,Jon Gorrotxategi,https://media.api-sports.io/football/players/287654.png,34.0,4,M,6.7,False,True,0,0.0,22.0,19,6.0,1.0,1.0,1,0,,0,0,,2.0,1.0,3.0,1.0,,,1.0,,,,,,,
1390835,Real Sociedad,548,61774,Orri Steinn Óskarsson,https://media.api-sports.io/football/players/61774.png,35.0,9,F,7.5,False,True,0,0.0,5.0,4,5.0,1.0,1.0,0,0,,0,0,,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,,
1390835,Real Sociedad,548,47303,Aihen Muñoz,https://media.api-sports.io/football/players/47303.png,19.0,3,D,6.9,False,True,0,0.0,9.0,8,4.0,1.0,,0,0,,0,0,,1.0,,3.0,2.0,,,,,,,,,,
1390835,Real Sociedad,548,47440,Brais Méndez,https://media.api-sports.io/football/players/47440.png,19.0,23,M,7.2,False,True,0,0.0,8.0,7,3.0,,1.0,0,0,,0,0,,,,2.0,1.0,,1.0,,,1.0,,,,,
1390835,Real Sociedad,548,925,Gonçalo Guedes,https://media.api-sports.io/football/players/925.png,11.0,11,F,6.7,False,True,0,0.0,8.0,7,3.0,2.0,,0,0,,0,0,,,,2.0,,,1.0,,1.0,,,,,,
1390835,Real Sociedad,548,189832,Unai Marrero,https://media.api-sports.io/football/players/189832.png,,13,G,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Real Sociedad,548,47298,Aritz Elustondo,https://media.api-sports.io/football/players/47298.png,,6,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Real Sociedad,548,2202,Hamari Traoré,https://media.api-sports.io/football/players/2202.png,,18,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Real Sociedad,548,1902,Duje Ćaleta-Car,https://media.api-sports.io/football/players/1902.png,,16,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Real Sociedad,548,183699,Urko González,https://media.api-sports.io/football/players/183699.png,,15,M,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Real Sociedad,548,268960,Arsen Zakharyan,https://media.api-sports.io/football/players/268960.png,,21,M,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Real Sociedad,548,183748,Jon Karrikaburu,https://media.api-sports.io/football/players/183748.png,,19,F,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Espanyol,540,2813,Marko Dmitrović,https://media.api-sports.io/football/players/2813.png,90.0,13,G,7.6,False,False,2,0.0,33.0,10,3.0,,,0,0,,0,0,0.0,2.0,,3.0,1.0,,,,,,,,,5.0,
1390835,Espanyol,540,286601,Omar El Hilali,https://media.api-sports.io/football/players/286601.png,90.0,23,D,5.6,False,False,0,0.0,38.0,29,7.0,,2.0,0,0,,0,0,,1.0,2.0,2.0,,,,1.0,,,,,,,
1390835,Espanyol,540,47256,Miguel Rubio,https://media.api-sports.io/football/players/47256.png,90.0,15,D,6.2,False,False,0,0.0,33.0,26,4.0,1.0,,0,0,,0,0,,,,3.0,,,,,1.0,,,1.0,,,
1390835,Espanyol,540,47249,Leandro Cabrera,https://media.api-sports.io/football/players/47249.png,90.0,6,D,6.2,False,False,0,0.0,29.0,19,1.0,,,0,0,,0,0,,1.0,1.0,1.0,,,,,,,,,,,
1390835,Espanyol,540,184420,Carlos Romero,https://media.api-sports.io/football/players/184420.png,90.0,22,D,6.3,False,False,0,0.0,17.0,13,11.0,5.0,4.0,0,0,,0,0,,2.0,1.0,5.0,,,,,3.0,,,,,,
1390835,Espanyol,540,127426,Pol Lozano,https://media.api-sports.io/football/players/127426.png,70.0,10,M,6.5,False,False,0,0.0,33.0,25,8.0,1.0,3.0,0,0,,0,0,,2.0,,3.0,,,,,,,,,1.0,,
1390835,Espanyol,540,46799,Edu Expósito,https://media.api-sports.io/football/players/46799.png,81.0,8,M,7.3,False,False,0,0.0,27.0,24,7.0,,1.0,1,0,,0,0,,2.0,,6.0,2.0,,1.0,,,,,,2.0,,
1390835,Espanyol,540,273732,Tyrhys Dolan,https://media.api-sports.io/football/players/273732.png,86.0,24,M,6.5,False,False,0,0.0,19.0,13,11.0,4.0,1.0,0,0,,0,0,,1.0,,3.0,,,3.0,1.0,2.0,,,,3.0,,
1390835,Espanyol,540,47398,Pere Milla,https://media.api-sports.io/football/players/47398.png,70.0,11,M,7.9,False,False,0,0.0,22.0,18,10.0,1.0,,0,0,,0,0,,4.0,,8.0,4.0,1.0,2.0,,,1.0,1.0,,,,
1390835,Espanyol,540,47349,Javi Puado,https://media.api-sports.io/football/players/47349.png,90.0,7,M,7,True,False,0,0.0,23.0,21,8.0,1.0,3.0,0,0,,1,0,,1.0,1.0,4.0,3.0,,3.0,,,2.0,1.0,1.0,2.0,,
1390835,Espanyol,540,312990,Roberto Fernández,https://media.api-sports.io/football/players/312990.png,70.0,9,F,6.6,False,False,0,1.0,14.0,9,18.0,1.0,,0,0,,0,0,,2.0,,6.0,2.0,,,,,,,,1.0,,1.0
1390835,Espanyol,540,47478,Fernando Calero,https://media.api-sports.io/football/players/47478.png,21.0,5,D,6.9,False,True,0,0.0,3.0,1,6.0,,1.0,1,0,,0,0,,1.0,1.0,3.0,2.0,,1.0,,,,,1.0,,,
1390835,Espanyol,540,187987,Ramón Terrats,https://media.api-sports.io/football/players/187987.png,21.0,14,M,6.3,False,True,0,0.0,8.0,6,7.0,,1.0,0,0,,0,0,,1.0,,2.0,1.0,,,,,,,,1.0,,
1390835,Espanyol,540,47396,Kike García,https://media.api-sports.io/football/players/47396.png,21.0,19,F,6.2,False,True,0,0.0,5.0,1,10.0,2.0,1.0,0,0,,0,0,,,,3.0,,,,1.0,1.0,,,,,,
1390835,Espanyol,540,184407,Jose Salinas,https://media.api-sports.io/football/players/184407.png,10.0,12,D,6.3,False,True,0,0.0,2.0,1,1.0,,1.0,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Espanyol,540,297742,Antoniu Roca,https://media.api-sports.io/football/players/297742.png,9.0,20,F,6.3,False,True,0,0.0,,,2.0,,,0,0,,0,0,,1.0,,1.0,,,,,,,,,,,
1390835,Espanyol,540,182735,Angel Fortuno,https://media.api-sports.io/football/players/182735.png,,1,G,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Espanyol,540,450716,Roger Hinojo,https://media.api-sports.io/football/players/450716.png,,31,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Espanyol,540,199824,Rubén Sánchez,https://media.api-sports.io/football/players/199824.png,,2,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Espanyol,540,46734,Pablo Ramón,https://media.api-sports.io/football/players/46734.png,,4,D,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Espanyol,540,359603,Luca Koleosho,https://media.api-sports.io/football/players/359603.png,,16,F,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Espanyol,540,182674,Jofre Carreras,https://media.api-sports.io/football/players/182674.png,,17,F,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390835,Espanyol,540,438284,Rafael Bauza,https://media.api-sports.io/football/players/438284.png,,28,M,,False,True,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,
1390836,Oviedo,718,46673,Aarón Escandell,https://media.api-sports.io/football/players/46673.png,90.0,13,G,7.7,False,False,3,0.0,43.0,25,2.0,,,0,0,,0,0,0.0,,,2.0,1.0,,,,,,,,,8.0,
1390836,Oviedo,718,47429,David Costas,https://media.api-sports.io/football/players/47429.png,90.0,4,D,6.9,False,False,0,0.0,39.0,33,3.0,1.0,,0,0,,0,0,,2.0,4.0,3.0,,,,,1.0,,,2.0,1.0,,
1390836,Oviedo,718,46966,Dani Calvo,https://media.api-sports.io/football/players/46966.png,90.0,12,D,6.9,True,False,0,0.0,43.0,39,6.0,,1.0,1,0,,0,0,,2.0,,5.0,1.0,,,,,,,2.0,,,
1390836,Oviedo,718,107140,Oier Luengo,https://media.api-sports.io/football/players/107140.png,45.0,15,D,6.7,False,False,0,0.0,21.0,17,1.0,,,0,0,,0,0,,1.0,1.0,1.0,,,,,,,,1.0,,,
