fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,goals_saves,passes_total,passes_accuracy,duels_total,duels_won,fouls_drawn,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,dribbles_attempts,fouls_committed,shots_total,passes_key,shots_on,goals_total,dribbles_success,dribbles_past,tackles_blocks,offsides,penalty_commited,penalty_won
1388628,SV Darmstadt 98,181,26523,Luca Marseiler,https://media.api-sports.io/football/players/26523.png,90.0,8,M,6.9,False,False,0,0.0,,11.0,5,13.0,8.0,3.0,1,0,0,0,,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,
1388628,SV Darmstadt 98,181,146009,Fraser Hornby,https://media.api-sports.io/football/players/146009.png,90.0,9,M,6.7,False,False,0,1.0,,25.0,18,12.0,4.0,,0,0,0,0,,3.0,,1.0,3.0,1.0,1.0,,,,,,1.0,,
1388628,SV Darmstadt 98,181,25307,Marco Richter,https://media.api-sports.io/football/players/25307.png,60.0,23,M,6.7,False,False,0,0.0,,25.0,20,5.0,3.0,,0,0,0,0,,1.0,,2.0,,4.0,,1.0,,1.0,,,,,
1388628,SV Darmstadt 98,181,47895,Isac Lidberg,https://media.api-sports.io/football/players/47895.png,90.0,7,F,6.7,False,False,0,0.0,,12.0,10,9.0,4.0,,0,0,0,0,,3.0,,1.0,1.0,,,,,,,,,,
1388628,SV Darmstadt 98,181,202727,Matondo-Merveille Papela,https://media.api-sports.io/football/players/202727.png,31.0,21,M,6.7,False,True,0,0.0,,7.0,7,2.0,1.0,,0,0,0,0,,,,,,,,,,,,,,,
1388628,SV Darmstadt 98,181,191250,Killian Corredor,https://media.api-sports.io/football/players/191250.png,31.0,34,F,8.3,False,True,0,0.0,,10.0,6,6.0,3.0,1.0,1,0,0,0,,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,
1388628,SV Darmstadt 98,181,272242,Matej Maglica,https://media.api-sports.io/football/players/272242.png,11.0,5,D,6.9,False,True,0,0.0,,1.0,1,1.0,1.0,,0,0,0,0,,1.0,,,,,,,,,,,,,
1388628,SV Darmstadt 98,181,25040,Fabian Holland,https://media.api-sports.io/football/players/25040.png,1.0,32,D,,False,True,0,0.0,,1.0,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388628,SV Darmstadt 98,181,178325,Serhat-Semih Güler,https://media.api-sports.io/football/players/178325.png,1.0,22,F,,False,True,0,0.0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388628,SV Darmstadt 98,181,25226,Alexander Brunst,https://media.api-sports.io/football/players/25226.png,,30,G,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388628,SV Darmstadt 98,181,26119,Leon Klassen,https://media.api-sports.io/football/players/26119.png,,3,D,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388628,SV Darmstadt 98,181,351528,Yosuke Furukawa,https://media.api-sports.io/football/players/351528.png,,44,F,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388628,SV Darmstadt 98,181,177802,Fynn Lakenmacher,https://media.api-sports.io/football/players/177802.png,,19,F,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388629,Preußen Münster,1313,203331,Johannes Schenk,https://media.api-sports.io/football/players/203331.png,90.0,1,G,8.7,False,False,1,0.0,7.0,46.0,33,,,,0,0,0,0,0.0,,,,,,,,,,,,,,
1388629,Preußen Münster,1313,203132,Jano ter Horst,https://media.api-sports.io/football/players/203132.png,90.0,27,D,8,False,False,0,0.0,,52.0,44,6.0,3.0,1.0,0,0,0,0,,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,,,
1388629,Preußen Münster,1313,25147,Paul Jaeckel,https://media.api-sports.io/football/players/25147.png,90.0,3,D,7.2,False,False,0,0.0,,79.0,74,8.0,2.0,,0,0,0,0,,1.0,,,1.0,,,,,,,2.0,,,
1388629,Preußen Münster,1313,26375,Simon Scherder,https://media.api-sports.io/football/players/26375.png,90.0,15,D,7.3,False,False,0,0.0,,89.0,85,7.0,5.0,,0,0,0,0,,1.0,1.0,,,,,,,,1.0,1.0,,,
1388629,Preußen Münster,1313,153375,Charalambos Makridis,https://media.api-sports.io/football/players/153375.png,45.0,14,D,7.5,False,False,0,0.0,,25.0,22,5.0,4.0,1.0,0,0,0,0,,2.0,,1.0,,,,,,1.0,1.0,2.0,,,
1388629,Preußen Münster,1313,113591,Marco Meyerhofer,https://media.api-sports.io/football/players/113591.png,45.0,28,M,6.7,False,False,0,0.0,,18.0,15,1.0,1.0,,0,0,0,0,,1.0,1.0,,,1.0,,,,,,,,,
1388629,Preußen Münster,1313,25248,Rico Preißinger,https://media.api-sports.io/football/players/25248.png,78.0,21,M,7.7,False,False,0,1.0,,40.0,40,10.0,9.0,3.0,0,0,0,0,,5.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,
1388629,Preußen Münster,1313,235,Jorrit Hendrix,https://media.api-sports.io/football/players/235.png,90.0,20,M,6.2,True,False,0,0.0,,50.0,42,13.0,4.0,1.0,0,0,0,0,,1.0,,1.0,2.0,1.0,,,,,5.0,,,,
1388629,Preußen Münster,1313,24852,Joshua Mees,https://media.api-sports.io/football/players/24852.png,63.0,8,M,7.2,False,False,0,0.0,,17.0,12,7.0,4.0,3.0,0,0,0,0,,1.0,1.0,,2.0,,,,,,,,,,
1388629,Preußen Münster,1313,25513,Lars Lokotsch,https://media.api-sports.io/football/players/25513.png,78.0,13,F,6.5,False,False,0,0.0,,16.0,12,10.0,6.0,2.0,0,0,0,0,,2.0,,1.0,1.0,,,,,1.0,1.0,,,,
1388629,Preußen Münster,1313,26339,Etienne Amenyido,https://media.api-sports.io/football/players/26339.png,90.0,30,F,7.2,False,False,0,0.0,,24.0,18,16.0,11.0,3.0,0,0,0,0,,1.0,1.0,6.0,,,1.0,,,4.0,,,1.0,,
1388629,Preußen Münster,1313,202831,Luca Bolay,https://media.api-sports.io/football/players/202831.png,45.0,25,D,6.2,False,True,0,0.0,,24.0,18,3.0,,,0,0,0,0,,,,1.0,,,,,,,1.0,,,,
1388629,Preußen Münster,1313,90648,Marcel Benger,https://media.api-sports.io/football/players/90648.png,45.0,6,M,6.3,False,True,0,0.0,,23.0,16,2.0,1.0,,0,0,0,0,,1.0,,1.0,,,,,,,,,,,
1388629,Preußen Münster,1313,70099,Oliver Batista Meier,https://media.api-sports.io/football/players/70099.png,28.0,17,M,6.6,False,True,0,0.0,,8.0,6,4.0,2.0,1.0,0,0,0,0,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,
1388629,Preußen Münster,1313,177648,Jannis Heuer,https://media.api-sports.io/football/players/177648.png,13.0,22,D,6.7,False,True,0,0.0,,6.0,5,1.0,,,0,0,0,0,,,,,1.0,,,,,,,,,,
1388629,Preußen Münster,1313,268221,Yassine Bouchama,https://media.api-sports.io/football/players/268221.png,13.0,5,M,6.3,False,True,0,0.0,,12.0,10,3.0,1.0,1.0,0,0,0,0,,,,1.0,,,,,,,,,,,
1388629,Preußen Münster,1313,24862,Morten Behrens,https://media.api-sports.io/football/players/24862.png,,26,G,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388629,Preußen Münster,1313,25552,Torge Paetow,https://media.api-sports.io/football/players/25552.png,,16,D,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388629,Preußen Münster,1313,313791,Tidiane Gueye,https://media.api-sports.io/football/players/313791.png,,38,M,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388629,Preußen Münster,1313,26108,Malik Batmaz,https://media.api-sports.io/football/players/26108.png,,23,F,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388629,SC Paderborn 07,185,327993,Dennis Seimen,https://media.api-sports.io/football/players/327993.png,90.0,41,G,7.2,False,False,1,0.0,2.0,28.0,27,1.0,1.0,1.0,0,0,0,0,0.0,,,,,,,,,,,,,,
1388629,SC Paderborn 07,185,119173,Marcel Hoffmeier,https://media.api-sports.io/football/players/119173.png,90.0,33,D,7.2,False,False,0,0.0,,41.0,35,12.0,9.0,2.0,0,0,0,0,,3.0,3.0,4.0,2.0,1.0,1.0,,,4.0,1.0,1.0,,,
1388629,SC Paderborn 07,185,203015,Tjark Lasse Scheller,https://media.api-sports.io/football/players/203015.png,90.0,25,D,6.3,False,False,0,0.0,,52.0,47,9.0,3.0,,0,0,0,0,,,1.0,3.0,2.0,,,,,2.0,,,,,
1388629,SC Paderborn 07,185,178403,Calvin Brackelmann,https://media.api-sports.io/football/players/178403.png,90.0,4,D,8,False,False,0,0.0,,54.0,44,14.0,10.0,2.0,0,0,0,0,,3.0,,,2.0,1.0,,1.0,,,1.0,,,,
1388629,SC Paderborn 07,185,163078,Laurin Curda,https://media.api-sports.io/football/players/163078.png,79.0,17,M,7.2,False,False,0,1.0,,29.0,18,15.0,6.0,,0,0,0,0,,2.0,1.0,4.0,3.0,1.0,2.0,1.0,,2.0,1.0,,,,
1388629,SC Paderborn 07,185,363156,Santiago Castaneda,https://media.api-sports.io/football/players/363156.png,78.0,5,M,6.2,False,False,0,0.0,,25.0,19,8.0,3.0,1.0,0,0,0,0,,1.0,2.0,1.0,3.0,,2.0,,,,,,,,
1388629,SC Paderborn 07,185,455332,Luis Engelns,https://media.api-sports.io/football/players/455332.png,86.0,6,M,7.6,False,False,0,0.0,,23.0,19,10.0,3.0,1.0,0,0,0,0,,,1.0,,1.0,2.0,,2.0,1.0,,2.0,,,,
1388629,SC Paderborn 07,185,7592,Raphael Obermair,https://media.api-sports.io/football/players/7592.png,90.0,23,M,7.2,True,False,0,0.0,,49.0,40,9.0,3.0,1.0,0,0,0,0,,,1.0,5.0,1.0,1.0,3.0,,,1.0,,,,,
1388629,SC Paderborn 07,185,322624,Lucas Copado,https://media.api-sports.io/football/players/322624.png,65.0,28,F,6.6,False,False,0,0.0,,10.0,8,3.0,1.0,,0,0,0,0,,,,3.0,,1.0,,1.0,,1.0,,,1.0,,
1388629,SC Paderborn 07,185,260780,Nick Bätzner,https://media.api-sports.io/football/players/260780.png,65.0,9,F,6.2,False,False,0,0.0,,13.0,12,2.0,,,0,0,0,0,,,,,,1.0,1.0,,,,1.0,,1.0,,
1388629,SC Paderborn 07,185,125726,Filip Bilbija,https://media.api-sports.io/football/players/125726.png,90.0,7,F,6.6,False,False,0,0.0,,21.0,14,4.0,2.0,2.0,0,0,0,0,,,1.0,,1.0,2.0,2.0,2.0,,,,,,,
1388629,SC Paderborn 07,185,328035,Mika Baur,https://media.api-sports.io/football/players/328035.png,26.0,14,M,6.6,False,True,0,0.0,,14.0,13,4.0,2.0,,0,0,0,0,,2.0,,1.0,,,,,,,,,,,
1388629,SC Paderborn 07,185,26343,Steffen Tigges,https://media.api-sports.io/football/players/26343.png,26.0,27,F,6.5,False,True,0,0.0,,6.0,5,3.0,,,0,0,0,0,,,,,1.0,,1.0,,,,,,,,
1388629,SC Paderborn 07,185,334331,Mattes Hansen,https://media.api-sports.io/football/players/334331.png,13.0,22,M,6.6,False,True,0,0.0,,11.0,10,1.0,,,0,0,0,0,,,2.0,,1.0,,,,,,,,,,
1388629,SC Paderborn 07,185,25289,Felix Götze,https://media.api-sports.io/football/players/25289.png,12.0,20,D,6.6,False,True,0,0.0,,13.0,13,1.0,,,0,0,0,0,,,,,,,,,,,1.0,,,,
1388629,SC Paderborn 07,185,26502,Adriano Grimaldi,https://media.api-sports.io/football/players/26502.png,11.0,39,F,6.5,False,True,0,0.0,,1.0,,,,,0,0,0,0,,,,,,1.0,,1.0,,,,,,,
1388629,SC Paderborn 07,185,25114,Markus Schubert,https://media.api-sports.io/football/players/25114.png,,1,G,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388629,SC Paderborn 07,185,334163,Kevin Krumme,https://media.api-sports.io/football/players/334163.png,,42,D,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388629,SC Paderborn 07,185,327899,Marco Wörner,https://media.api-sports.io/football/players/327899.png,,18,F,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388629,SC Paderborn 07,185,26333,Sebastian Klaas,https://media.api-sports.io/football/players/26333.png,,26,M,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388625,Fortuna Düsseldorf,158,108485,Florian Kastenmeier,https://media.api-sports.io/football/players/108485.png,90.0,33,G,6.5,True,False,2,0.0,1.0,56.0,43,,,,0,0,0,0,0.0,,,,,,,,,,,,,,
1388625,Fortuna Düsseldorf,158,25463,Matthias Zimmermann,https://media.api-sports.io/football/players/25463.png,90.0,25,D,5.5,False,False,0,0.0,,42.0,35,13.0,4.0,2.0,1,0,0,0,,1.0,,4.0,2.0,1.0,,,,1.0,3.0,,,1.0,
1388625,Fortuna Düsseldorf,158,203219,Jamil Siebert,https://media.api-sports.io/football/players/203219.png,90.0,20,D,7.5,False,False,0,0.0,,58.0,52,14.0,9.0,1.0,1,0,0,0,,3.0,,,2.0,1.0,,,,,2.0,1.0,,,
1388625,Fortuna Düsseldorf,158,202843,Kenneth Schmidt,https://media.api-sports.io/football/players/202843.png,90.0,4,D,6.9,False,False,0,0.0,,60.0,59,4.0,3.0,1.0,1,0,0,0,,,,1.0,1.0,,,,,1.0,,,,,
1388625,Fortuna Düsseldorf,158,26356,Moritz Heyer,https://media.api-sports.io/football/players/26356.png,86.0,5,D,7.2,False,False,0,0.0,,31.0,26,15.0,9.0,4.0,0,0,0,0,,3.0,1.0,3.0,1.0,1.0,1.0,,,2.0,3.0,,,,
1388625,Fortuna Düsseldorf,158,203777,Anouar El Azzouzi,https://media.api-sports.io/football/players/203777.png,90.0,8,M,6.6,False,False,0,0.0,,40.0,38,15.0,6.0,1.0,0,0,0,0,,4.0,2.0,3.0,2.0,1.0,,,,,3.0,,,,
1388625,Fortuna Düsseldorf,158,161886,Christian Rasmussen,https://media.api-sports.io/football/players/161886.png,90.0,10,M,6.5,False,False,0,0.0,,26.0,22,10.0,2.0,,0,0,0,0,,1.0,1.0,3.0,2.0,1.0,1.0,,,1.0,1.0,,,,
1388625,Fortuna Düsseldorf,158,127885,Shinta Karl Appelkamp,https://media.api-sports.io/football/players/127885.png,86.0,23,M,6.9,False,False,0,0.0,,32.0,25,4.0,3.0,1.0,0,0,0,0,,1.0,2.0,1.0,1.0,,1.0,,,1.0,,,,,
1388625,Fortuna Düsseldorf,158,135842,Sotiris Alexandropoulos,https://media.api-sports.io/football/players/135842.png,61.0,14,M,6.9,False,False,0,0.0,,26.0,20,7.0,5.0,2.0,1,0,0,0,,3.0,,,1.0,1.0,1.0,1.0,,,,,,,
1388625,Fortuna Düsseldorf,158,203377,Julian Hettwer,https://media.api-sports.io/football/players/203377.png,61.0,11,M,6.7,False,False,0,0.0,,15.0,11,6.0,4.0,1.0,0,0,0,0,,1.0,,3.0,,,,,,1.0,,,,,
1388625,Fortuna Düsseldorf,158,48497,Cédric Itten,https://media.api-sports.io/football/players/48497.png,90.0,13,F,6.5,False,False,0,0.0,,19.0,13,9.0,5.0,1.0,1,0,0,0,,,,1.0,2.0,,,,,1.0,,,1.0,,
1388625,Fortuna Düsseldorf,158,280327,Tim Rossmann,https://media.api-sports.io/football/players/280327.png,30.0,21,F,6.2,False,True,0,0.0,,13.0,12,5.0,2.0,,1,0,0,0,,1.0,,,1.0,1.0,,,,,,,,,
1388625,Fortuna Düsseldorf,158,25383,Florent Muslija,https://media.api-sports.io/football/players/25383.png,30.0,24,M,6.2,False,True,0,0.0,,19.0,16,5.0,,,0,0,0,0,,,,,3.0,,,,,,,,,,
1388625,Fortuna Düsseldorf,158,280328,Danny Schmidt,https://media.api-sports.io/football/players/280328.png,13.0,22,F,6.3,False,True,0,0.0,,4.0,3,,,,0,0,0,0,,,,,,,,,,,,,,,
1388625,Fortuna Düsseldorf,158,20933,Giovanni Haag,https://media.api-sports.io/football/players/20933.png,13.0,6,M,6.3,False,True,0,0.0,,5.0,5,2.0,1.0,,0,0,0,0,,1.0,,1.0,,,,,,,,,,,
1388625,Fortuna Düsseldorf,158,162502,Marcel Lotka,https://media.api-sports.io/football/players/162502.png,,1,G,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388625,Fortuna Düsseldorf,158,374842,Elias Egouli,https://media.api-sports.io/football/players/374842.png,,44,D,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388625,Fortuna Düsseldorf,158,89717,Valgeir Lunddal,https://media.api-sports.io/football/players/89717.png,,12,D,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388625,Fortuna Düsseldorf,158,343159,Sima Suso,https://media.api-sports.io/football/players/343159.png,,46,M,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388625,Fortuna Düsseldorf,158,324030,Jona Niemiec,https://media.api-sports.io/football/players/324030.png,,18,F,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388625,Hannover 96,166,203329,Nahuel Noll,https://media.api-sports.io/football/players/203329.png,90.0,1,G,7,False,False,0,0.0,1.0,60.0,49,1.0,1.0,1.0,0,0,0,0,0.0,,,,,,,,,,,,,,
1388625,Hannover 96,166,406752,Ime Okon,https://media.api-sports.io/football/players/406752.png,81.0,20,D,7.2,False,False,0,0.0,,35.0,33,6.0,3.0,,1,0,0,0,,1.0,,,1.0,,,,,,,1.0,,,
1388625,Hannover 96,166,108605,Boris Tomiak,https://media.api-sports.io/football/players/108605.png,90.0,3,D,7.5,False,False,0,0.0,,44.0,42,7.0,3.0,1.0,1,0,1,0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,
1388625,Hannover 96,166,43074,Virgil Ghiță,https://media.api-sports.io/football/players/43074.png,90.0,5,D,7.6,False,False,0,0.0,,56.0,49,10.0,7.0,1.0,0,0,0,0,,5.0,,,1.0,2.0,,,,,,,,,
1388625,Hannover 96,166,351801,Hayate Matsuda,https://media.api-sports.io/football/players/351801.png,90.0,27,M,6.6,False,False,0,0.0,,19.0,14,19.0,8.0,4.0,1,0,0,0,,3.0,,4.0,3.0,2.0,,1.0,,1.0,2.0,,,,
1388625,Hannover 96,166,342171,Noël Aséko,https://media.api-sports.io/football/players/342171.png,74.0,15,M,6.3,False,False,0,0.0,,19.0,15,10.0,5.0,,0,0,0,0,,1.0,1.0,5.0,3.0,,1.0,,,4.0,1.0,,,,
1388625,Hannover 96,166,178250,Enzo Leopold,https://media.api-sports.io/football/players/178250.png,90.0,8,M,7.5,True,False,0,0.0,,59.0,56,8.0,6.0,2.0,0,0,0,0,,2.0,,,1.0,,4.0,,,,,,,,
1388625,Hannover 96,166,88074,Maurice Neubauer,https://media.api-sports.io/football/players/88074.png,90.0,33,M,6.9,False,False,0,0.0,,37.0,31,5.0,4.0,,0,0,0,0,,3.0,,1.0,,,,,,1.0,1.0,,,,
1388625,Hannover 96,166,7305,Benedikt Pichler,https://media.api-sports.io/football/players/7305.png,81.0,11,F,6.6,False,False,0,0.0,,14.0,12,8.0,4.0,4.0,0,0,0,0,,,1.0,,2.0,,,,,,,,2.0,,
1388625,Hannover 96,166,15595,Mustapha Bundu,https://media.api-sports.io/football/players/15595.png,54.0,7,F,6.3,False,False,0,0.0,,12.0,9,8.0,3.0,1.0,1,0,0,0,,,,5.0,1.0,,,,,2.0,1.0,,3.0,,
1388625,Hannover 96,166,428450,Husseyn Chakroun,https://media.api-sports.io/football/players/428450.png,74.0,14,F,7,False,False,0,0.0,,9.0,8,13.0,8.0,2.0,0,0,0,0,,3.0,,5.0,1.0,1.0,,,,3.0,,,,,
1388625,Hannover 96,166,125712,Jannik Rochelt,https://media.api-sports.io/football/players/125712.png,37.0,10,M,7.2,False,True,0,0.0,,12.0,9,5.0,2.0,2.0,0,0,0,0,,,1.0,1.0,,2.0,1.0,,,,1.0,,,,1.0
1388625,Hannover 96,166,202558,Franz Roggow,https://media.api-sports.io/football/players/202558.png,17.0,13,M,6.9,False,True,0,0.0,,10.0,9,,,,0,0,0,0,,,1.0,,,,1.0,,,,,,,,
1388625,Hannover 96,166,260798,Daisuke Yokota,https://media.api-sports.io/football/players/260798.png,17.0,18,F,7.2,False,True,0,1.0,,8.0,8,2.0,,,0,0,0,0,,,,1.0,,,3.0,,,,,,,,
1388625,Hannover 96,166,334178,Hendry Blank,https://media.api-sports.io/football/players/334178.png,9.0,4,D,6.6,False,True,0,0.0,,6.0,6,2.0,,,0,0,0,0,,,1.0,,,,,,,,1.0,,,,
1388625,Hannover 96,166,15761,Benjamin Källman,https://media.api-sports.io/football/players/15761.png,10.0,9,F,7.9,False,True,0,0.0,,6.0,4,5.0,2.0,,0,0,0,0,,1.0,,2.0,,1.0,,1.0,1.0,1.0,,,,,
1388625,Hannover 96,166,25365,Leo Weinkauf,https://media.api-sports.io/football/players/25365.png,,30,G,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388625,Hannover 96,166,202930,Bastian Allgeier,https://media.api-sports.io/football/players/202930.png,,17,D,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388625,Hannover 96,166,322221,Kolja Oudenne,https://media.api-sports.io/football/players/322221.png,,29,M,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388625,Hannover 96,166,25277,Håvard Nielsen,https://media.api-sports.io/football/players/25277.png,,16,F,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388630,Dynamo Dresden,183,129139,Tim Schreiber,https://media.api-sports.io/football/players/129139.png,90.0,1,G,6.3,False,False,2,0.0,3.0,59.0,45,1.0,1.0,,0,0,0,0,0.0,1.0,,,,,,,,,,,,,
1388630,Dynamo Dresden,183,178092,Konrad Faber,https://media.api-sports.io/football/players/178092.png,90.0,2,D,6.9,False,False,0,0.0,,54.0,42,11.0,8.0,3.0,0,0,0,0,,2.0,,3.0,1.0,,2.0,,,2.0,,,,,
1388630,Dynamo Dresden,183,24816,Lukas Boeder,https://media.api-sports.io/football/players/24816.png,90.0,29,D,6.6,False,False,0,0.0,,75.0,70,3.0,2.0,,0,0,0,0,,2.0,,,,1.0,,,,,1.0,,,,
1388630,Dynamo Dresden,183,91178,Lars Bünning,https://media.api-sports.io/football/players/91178.png,82.0,23,D,6.7,False,False,0,0.0,,53.0,44,8.0,6.0,1.0,0,0,0,0,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,,
1388630,Dynamo Dresden,183,178770,Sascha Risch,https://media.api-sports.io/football/players/178770.png,90.0,28,D,6.6,False,False,0,0.0,,41.0,31,9.0,3.0,2.0,0,0,0,0,,,,2.0,1.0,1.0,,1.0,,,3.0,1.0,,,
1388630,Dynamo Dresden,183,355176,Kofi Jeremy Amoako,https://media.api-sports.io/football/players/355176.png,76.0,6,M,6.7,False,False,0,0.0,,24.0,19,7.0,5.0,1.0,0,0,0,0,,2.0,2.0,2.0,,,,,,2.0,2.0,,,,
1388630,Dynamo Dresden,183,25432,Vinko Šapina,https://media.api-sports.io/football/players/25432.png,90.0,5,M,6.6,True,False,0,0.0,,45.0,40,8.0,3.0,,0,0,0,0,,,1.0,,2.0,2.0,2.0,,,,,,,,
1388630,Dynamo Dresden,183,178084,Jakob Lemmer,https://media.api-sports.io/football/players/178084.png,90.0,10,M,6.9,False,False,0,0.0,,22.0,19,13.0,6.0,2.0,0,0,0,0,,2.0,,4.0,1.0,,5.0,,,2.0,,,,,
1388630,Dynamo Dresden,183,48232,Nils Fröling,https://media.api-sports.io/football/players/48232.png,76.0,16,M,6.3,False,False,0,0.0,,11.0,11,7.0,2.0,,0,0,0,0,,,,2.0,,1.0,2.0,,,1.0,,,1.0,,
1388630,Dynamo Dresden,183,126778,Dominik Kother,https://media.api-sports.io/football/players/126778.png,57.0,11,M,6.2,False,False,0,0.0,,11.0,8,4.0,2.0,1.0,0,0,0,0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,
1388630,Dynamo Dresden,183,26254,Christoph Daferner,https://media.api-sports.io/football/players/26254.png,82.0,33,F,7.2,False,False,0,0.0,,10.0,7,10.0,4.0,2.0,1,0,0,0,,,,,,2.0,1.0,1.0,1.0,,,,,,
1388630,Dynamo Dresden,183,24800,Niklas Hauptmann,https://media.api-sports.io/football/players/24800.png,34.0,27,M,6.3,False,True,0,0.0,,17.0,14,4.0,3.0,2.0,0,0,0,0,,,,,1.0,,,,,,,,,,
1388630,Dynamo Dresden,183,327947,Jonas Oehmichen,https://media.api-sports.io/football/players/327947.png,15.0,25,M,6.2,False,True,0,0.0,,10.0,6,7.0,3.0,,0,0,0,0,,1.0,,,,1.0,,,,,1.0,,,,
1388630,Dynamo Dresden,183,178107,Luca Herrmann,https://media.api-sports.io/football/players/178107.png,15.0,8,M,7,False,True,0,0.0,,14.0,11,2.0,1.0,,0,0,0,0,,,,,1.0,,2.0,,,,,,,,
1388630,Dynamo Dresden,183,25179,Alexander Rossipal,https://media.api-sports.io/football/players/25179.png,9.0,19,D,6.9,False,True,0,0.0,,21.0,17,4.0,2.0,,0,0,0,0,,1.0,,,,,,,,,,,,,
1388630,Dynamo Dresden,183,25224,Stefan Kutschke,https://media.api-sports.io/football/players/25224.png,9.0,30,F,6.2,False,True,0,0.0,,2.0,1,4.0,1.0,,0,0,0,0,,,,,1.0,1.0,,,,,,,,,
1388630,Dynamo Dresden,183,25254,Daniel Mesenhöler,https://media.api-sports.io/football/players/25254.png,,37,G,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388630,Dynamo Dresden,183,178152,Claudio Kammerknecht,https://media.api-sports.io/football/players/178152.png,,15,D,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388630,Dynamo Dresden,183,120390,Aljaž Casar,https://media.api-sports.io/football/players/120390.png,,17,M,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388630,Dynamo Dresden,183,344288,Tony Menzel,https://media.api-sports.io/football/players/344288.png,,24,M,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1388630,1. FC Magdeburg,179,24951,Dominik Reimann,https://media.api-sports.io/football/players/24951.png,90.0,1,G,6,True,False,1,0.0,1.0,48.0,36,,,,0,0,0,0,0.0,,,,,,,,,,,,,,
1388630,1. FC Magdeburg,179,89489,Andi Hoti,https://media.api-sports.io/football/players/89489.png,90.0,3,D,7.2,False,False,0,0.0,,29.0,26,7.0,4.0,1.0,0,0,0,0,,,1.0,,,,,,,,1.0,4.0,,,
1388630,1. FC Magdeburg,179,48358,Marcus Mathisen,https://media.api-sports.io/football/players/48358.png,81.0,16,D,7.3,False,False,0,0.0,,39.0,30,15.0,9.0,,1,0,0,0,,1.0,2.0,1.0,3.0,,,,,1.0,2.0,3.0,,,
1388630,1. FC Magdeburg,179,128343,Jean Hugonet,https://media.api-sports.io/football/players/128343.png,90.0,24,D,8.3,False,False,0,0.0,,42.0,37,12.0,9.0,1.0,0,0,0,0,,2.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,
1388630,1. FC Magdeburg,179,119158,Herbert Bockhorn,https://media.api-sports.io/football/players/119158.png,81.0,7,M,6.3,False,False,0,0.0,,23.0,15,6.0,4.0,1.0,0,0,0,0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,
1388630,1. FC Magdeburg,179,8636,Silas Gnaka,https://media.api-sports.io/football/players/8636.png,90.0,25,M,6.9,False,False,0,0.0,,28.0,18,6.0,3.0,1.0,0,0,0,0,,1.0,,1.0,1.0,,,,,,,,,,
